"Step","biggestmodeltrain - epoch","biggestmodeltrain - epoch__MIN","biggestmodeltrain - epoch__MAX"
"108","0.02644466209598433","0.02644466209598433","0.02644466209598433"
"111","0.027179236043095006","0.027179236043095006","0.027179236043095006"
"112","0.02742409402546523","0.02742409402546523","0.02742409402546523"
"113","0.027668952007835455","0.027668952007835455","0.027668952007835455"
"115","0.028158667972575907","0.028158667972575907","0.028158667972575907"
"117","0.028648383937316356","0.028648383937316356","0.028648383937316356"
"120","0.029382957884427033","0.029382957884427033","0.029382957884427033"
"121","0.029627815866797257","0.029627815866797257","0.029627815866797257"
"124","0.030362389813907934","0.030362389813907934","0.030362389813907934"
"126","0.030852105778648383","0.030852105778648383","0.030852105778648383"
"127","0.031096963761018608","0.031096963761018608","0.031096963761018608"
"130","0.031831537708129284","0.031831537708129284","0.031831537708129284"
"131","0.03207639569049951","0.03207639569049951","0.03207639569049951"
"132","0.03232125367286973","0.03232125367286973","0.03232125367286973"
"135","0.03305582761998041","0.03305582761998041","0.03305582761998041"
"143","0.03501469147894221","0.03501469147894221","0.03501469147894221"
"145","0.03550440744368266","0.03550440744368266","0.03550440744368266"
"147","0.03599412340842312","0.03599412340842312","0.03599412340842312"
"154","0.03770812928501469","0.03770812928501469","0.03770812928501469"
"155","0.03795298726738491","0.03795298726738491","0.03795298726738491"
"156","0.03819784524975514","0.03819784524975514","0.03819784524975514"
"160","0.039177277179236046","0.039177277179236046","0.039177277179236046"
"161","0.03942213516160627","0.03942213516160627","0.03942213516160627"
"171","0.04187071498530852","0.04187071498530852","0.04187071498530852"
"172","0.04211557296767875","0.04211557296767875","0.04211557296767875"
"173","0.042360430950048975","0.042360430950048975","0.042360430950048975"
"174","0.042605288932419196","0.042605288932419196","0.042605288932419196"
"177","0.04333986287952987","0.04333986287952987","0.04333986287952987"
"178","0.0435847208619001","0.0435847208619001","0.0435847208619001"
"180","0.04407443682664055","0.04407443682664055","0.04407443682664055"
"187","0.045788442703232124","0.045788442703232124","0.045788442703232124"
"188","0.04603330068560235","0.04603330068560235","0.04603330068560235"
"189","0.04627815866797257","0.04627815866797257","0.04627815866797257"
"196","0.047992164544564155","0.047992164544564155","0.047992164544564155"
"198","0.0484818805093046","0.0484818805093046","0.0484818805093046"
"200","0.04897159647404505","0.04897159647404505","0.04897159647404505"
"203","0.04970617042115573","0.04970617042115573","0.04970617042115573"
"204","0.04995102840352596","0.04995102840352596","0.04995102840352596"
"206","0.050440744368266406","0.050440744368266406","0.050440744368266406"
"212","0.05190989226248776","0.05190989226248776","0.05190989226248776"
"213","0.05215475024485798","0.05215475024485798","0.05215475024485798"
"214","0.05239960822722821","0.05239960822722821","0.05239960822722821"
"215","0.05264446620959843","0.05264446620959843","0.05264446620959843"
"216","0.05288932419196866","0.05288932419196866","0.05288932419196866"
"218","0.05337904015670911","0.05337904015670911","0.05337904015670911"
"219","0.053623898139079335","0.053623898139079335","0.053623898139079335"
"220","0.05386875612144956","0.05386875612144956","0.05386875612144956"
"222","0.05435847208619001","0.05435847208619001","0.05435847208619001"
"224","0.05484818805093046","0.05484818805093046","0.05484818805093046"
"225","0.05509304603330069","0.05509304603330069","0.05509304603330069"
"227","0.05558276199804114","0.05558276199804114","0.05558276199804114"
"228","0.05582761998041136","0.05582761998041136","0.05582761998041136"
"231","0.056562193927522035","0.056562193927522035","0.056562193927522035"
"235","0.05754162585700294","0.05754162585700294","0.05754162585700294"
"236","0.05778648383937316","0.05778648383937316","0.05778648383937316"
"237","0.05803134182174339","0.05803134182174339","0.05803134182174339"
"238","0.05827619980411362","0.05827619980411362","0.05827619980411362"
"240","0.058765915768854066","0.058765915768854066","0.058765915768854066"
"242","0.059255631733594515","0.059255631733594515","0.059255631733594515"
"243","0.05950048971596474","0.05950048971596474","0.05950048971596474"
"244","0.059745347698334964","0.059745347698334964","0.059745347698334964"
"246","0.06023506366307542","0.06023506366307542","0.06023506366307542"
"250","0.06121449559255632","0.06121449559255632","0.06121449559255632"
"252","0.061704211557296766","0.061704211557296766","0.061704211557296766"
"258","0.06317335945151811","0.06317335945151811","0.06317335945151811"
"264","0.06464250734573947","0.06464250734573947","0.06464250734573947"
"268","0.06562193927522038","0.06562193927522038","0.06562193927522038"
"269","0.06586679725759059","0.06586679725759059","0.06586679725759059"
"272","0.06660137120470128","0.06660137120470128","0.06660137120470128"
"274","0.06709108716944172","0.06709108716944172","0.06709108716944172"
"275","0.06733594515181195","0.06733594515181195","0.06733594515181195"
"279","0.06831537708129284","0.06831537708129284","0.06831537708129284"
"282","0.06904995102840353","0.06904995102840353","0.06904995102840353"
"284","0.06953966699314397","0.06953966699314397","0.06953966699314397"
"285","0.0697845249755142","0.0697845249755142","0.0697845249755142"
"287","0.07027424094025465","0.07027424094025465","0.07027424094025465"
"294","0.07198824681684624","0.07198824681684624","0.07198824681684624"
"296","0.07247796278158668","0.07247796278158668","0.07247796278158668"
"301","0.0737022526934378","0.0737022526934378","0.0737022526934378"
"308","0.07541625857002938","0.07541625857002938","0.07541625857002938"
"310","0.07590597453476983","0.07590597453476983","0.07590597453476983"
"311","0.07615083251714005","0.07615083251714005","0.07615083251714005"
"312","0.07639569049951028","0.07639569049951028","0.07639569049951028"
"313","0.07664054848188051","0.07664054848188051","0.07664054848188051"
"315","0.07713026444662097","0.07713026444662097","0.07713026444662097"
"319","0.07810969637610186","0.07810969637610186","0.07810969637610186"
"323","0.07908912830558276","0.07908912830558276","0.07908912830558276"
"324","0.07933398628795299","0.07933398628795299","0.07933398628795299"
"332","0.08129285014691479","0.08129285014691479","0.08129285014691479"
"334","0.08178256611165524","0.08178256611165524","0.08178256611165524"
"336","0.08227228207639568","0.08227228207639568","0.08227228207639568"
"341","0.08349657198824682","0.08349657198824682","0.08349657198824682"
"343","0.08398628795298727","0.08398628795298727","0.08398628795298727"
"345","0.08447600391772772","0.08447600391772772","0.08447600391772772"
"356","0.0871694417238002","0.0871694417238002","0.0871694417238002"
"357","0.08741429970617041","0.08741429970617041","0.08741429970617041"
"361","0.08839373163565133","0.08839373163565133","0.08839373163565133"
"362","0.08863858961802155","0.08863858961802155","0.08863858961802155"
"365","0.08937316356513222","0.08937316356513222","0.08937316356513222"
"369","0.09035259549461312","0.09035259549461312","0.09035259549461312"
"375","0.09182174338883448","0.09182174338883448","0.09182174338883448"
"376","0.0920666013712047","0.0920666013712047","0.0920666013712047"
"380","0.0930460333006856","0.0930460333006856","0.0930460333006856"
"382","0.09353574926542606","0.09353574926542606","0.09353574926542606"
"385","0.09427032321253673","0.09427032321253673","0.09427032321253673"
"386","0.09451518119490696","0.09451518119490696","0.09451518119490696"
"388","0.09500489715964741","0.09500489715964741","0.09500489715964741"
"389","0.09524975514201763","0.09524975514201763","0.09524975514201763"
"391","0.09573947110675808","0.09573947110675808","0.09573947110675808"
"393","0.09622918707149854","0.09622918707149854","0.09622918707149854"
"395","0.09671890303623898","0.09671890303623898","0.09671890303623898"
"397","0.09720861900097943","0.09720861900097943","0.09720861900097943"
"398","0.09745347698334966","0.09745347698334966","0.09745347698334966"
"400","0.0979431929480901","0.0979431929480901","0.0979431929480901"
"401","0.09818805093046033","0.09818805093046033","0.09818805093046033"
"404","0.098922624877571","0.098922624877571","0.098922624877571"
"405","0.09916748285994123","0.09916748285994123","0.09916748285994123"
"407","0.09965719882468169","0.09965719882468169","0.09965719882468169"
"408","0.09990205680705191","0.09990205680705191","0.09990205680705191"
"409","0.10014691478942213","0.10014691478942213","0.10014691478942213"
"410","0.10039177277179236","0.10039177277179236","0.10039177277179236"
"415","0.10161606268364348","0.10161606268364348","0.10161606268364348"
"419","0.1025954946131244","0.1025954946131244","0.1025954946131244"
"420","0.10284035259549461","0.10284035259549461","0.10284035259549461"
"422","0.10333006856023506","0.10333006856023506","0.10333006856023506"
"424","0.10381978452497552","0.10381978452497552","0.10381978452497552"
"432","0.10577864838393732","0.10577864838393732","0.10577864838393732"
"441","0.10798237022526934","0.10798237022526934","0.10798237022526934"
"444","0.10871694417238002","0.10871694417238002","0.10871694417238002"
"445","0.10896180215475025","0.10896180215475025","0.10896180215475025"
"449","0.10994123408423115","0.10994123408423115","0.10994123408423115"
"450","0.11018609206660138","0.11018609206660138","0.11018609206660138"
"458","0.11214495592556317","0.11214495592556317","0.11214495592556317"
"459","0.1123898139079334","0.1123898139079334","0.1123898139079334"
"460","0.11263467189030363","0.11263467189030363","0.11263467189030363"
"470","0.11508325171400588","0.11508325171400588","0.11508325171400588"
"471","0.11532810969637611","0.11532810969637611","0.11532810969637611"
"472","0.11557296767874632","0.11557296767874632","0.11557296767874632"
"473","0.11581782566111655","0.11581782566111655","0.11581782566111655"
"475","0.116307541625857","0.116307541625857","0.116307541625857"
"476","0.11655239960822723","0.11655239960822723","0.11655239960822723"
"479","0.1172869735553379","0.1172869735553379","0.1172869735553379"
"480","0.11753183153770813","0.11753183153770813","0.11753183153770813"
"485","0.11875612144955926","0.11875612144955926","0.11875612144955926"
"487","0.11924583741429971","0.11924583741429971","0.11924583741429971"
"489","0.11973555337904015","0.11973555337904015","0.11973555337904015"
"490","0.11998041136141038","0.11998041136141038","0.11998041136141038"
"491","0.12022526934378061","0.12022526934378061","0.12022526934378061"
"493","0.12071498530852105","0.12071498530852105","0.12071498530852105"
"495","0.12120470127326151","0.12120470127326151","0.12120470127326151"
"499","0.1221841332027424","0.1221841332027424","0.1221841332027424"
"502","0.12291870714985309","0.12291870714985309","0.12291870714985309"
"503","0.1231635651322233","0.1231635651322233","0.1231635651322233"
"504","0.12340842311459353","0.12340842311459353","0.12340842311459353"
"505","0.12365328109696376","0.12365328109696376","0.12365328109696376"
"506","0.12389813907933399","0.12389813907933399","0.12389813907933399"
"508","0.12438785504407443","0.12438785504407443","0.12438785504407443"
"511","0.12512242899118511","0.12512242899118511","0.12512242899118511"
"512","0.12536728697355534","0.12536728697355534","0.12536728697355534"
"521","0.12757100881488737","0.12757100881488737","0.12757100881488737"
"522","0.1278158667972576","0.1278158667972576","0.1278158667972576"
"523","0.12806072477962782","0.12806072477962782","0.12806072477962782"
"524","0.12830558276199805","0.12830558276199805","0.12830558276199805"
"525","0.12855044074436828","0.12855044074436828","0.12855044074436828"
"529","0.12952987267384916","0.12952987267384916","0.12952987267384916"
"531","0.13001958863858962","0.13001958863858962","0.13001958863858962"
"532","0.13026444662095985","0.13026444662095985","0.13026444662095985"
"533","0.13050930460333007","0.13050930460333007","0.13050930460333007"
"536","0.13124387855044076","0.13124387855044076","0.13124387855044076"
"540","0.13222331047992164","0.13222331047992164","0.13222331047992164"
"548","0.13418217433888344","0.13418217433888344","0.13418217433888344"
"558","0.1366307541625857","0.1366307541625857","0.1366307541625857"
"559","0.13687561214495592","0.13687561214495592","0.13687561214495592"
"560","0.13712047012732614","0.13712047012732614","0.13712047012732614"
"563","0.13785504407443683","0.13785504407443683","0.13785504407443683"
"564","0.13809990205680706","0.13809990205680706","0.13809990205680706"
"566","0.1385896180215475","0.1385896180215475","0.1385896180215475"
"569","0.13932419196865817","0.13932419196865817","0.13932419196865817"
"570","0.1395690499510284","0.1395690499510284","0.1395690499510284"
"574","0.1405484818805093","0.1405484818805093","0.1405484818805093"
"575","0.14079333986287954","0.14079333986287954","0.14079333986287954"
"578","0.14152791380999022","0.14152791380999022","0.14152791380999022"
"581","0.14226248775710088","0.14226248775710088","0.14226248775710088"
"582","0.1425073457394711","0.1425073457394711","0.1425073457394711"
"585","0.1432419196865818","0.1432419196865818","0.1432419196865818"
"586","0.14348677766895201","0.14348677766895201","0.14348677766895201"
"587","0.14373163565132224","0.14373163565132224","0.14373163565132224"
"588","0.14397649363369247","0.14397649363369247","0.14397649363369247"
"590","0.1444662095984329","0.1444662095984329","0.1444662095984329"
"591","0.14471106758080313","0.14471106758080313","0.14471106758080313"
"594","0.1454456415279138","0.1454456415279138","0.1454456415279138"
"595","0.14569049951028404","0.14569049951028404","0.14569049951028404"
"596","0.14593535749265427","0.14593535749265427","0.14593535749265427"
"597","0.1461802154750245","0.1461802154750245","0.1461802154750245"
"599","0.14666993143976495","0.14666993143976495","0.14666993143976495"
"604","0.14789422135161606","0.14789422135161606","0.14789422135161606"
"605","0.1481390793339863","0.1481390793339863","0.1481390793339863"
"606","0.14838393731635652","0.14838393731635652","0.14838393731635652"
"611","0.14960822722820763","0.14960822722820763","0.14960822722820763"
"612","0.14985308521057786","0.14985308521057786","0.14985308521057786"
"621","0.15205680705190988","0.15205680705190988","0.15205680705190988"
"623","0.15254652301665034","0.15254652301665034","0.15254652301665034"
"624","0.15279138099902057","0.15279138099902057","0.15279138099902057"
"626","0.15328109696376102","0.15328109696376102","0.15328109696376102"
"627","0.15352595494613125","0.15352595494613125","0.15352595494613125"
"628","0.15377081292850148","0.15377081292850148","0.15377081292850148"
"630","0.15426052889324193","0.15426052889324193","0.15426052889324193"
"631","0.15450538687561213","0.15450538687561213","0.15450538687561213"
"633","0.1549951028403526","0.1549951028403526","0.1549951028403526"
"636","0.15572967678746327","0.15572967678746327","0.15572967678746327"
"638","0.15621939275220373","0.15621939275220373","0.15621939275220373"
"642","0.1571988246816846","0.1571988246816846","0.1571988246816846"
"643","0.15744368266405484","0.15744368266405484","0.15744368266405484"
"648","0.15866797257590598","0.15866797257590598","0.15866797257590598"
"650","0.15915768854064644","0.15915768854064644","0.15915768854064644"
"653","0.1598922624877571","0.1598922624877571","0.1598922624877571"
"655","0.16038197845249755","0.16038197845249755","0.16038197845249755"
"656","0.16062683643486778","0.16062683643486778","0.16062683643486778"
"658","0.16111655239960823","0.16111655239960823","0.16111655239960823"
"660","0.1616062683643487","0.1616062683643487","0.1616062683643487"
"662","0.16209598432908912","0.16209598432908912","0.16209598432908912"
"663","0.16234084231145934","0.16234084231145934","0.16234084231145934"
"664","0.16258570029382957","0.16258570029382957","0.16258570029382957"
"666","0.16307541625857003","0.16307541625857003","0.16307541625857003"
"667","0.16332027424094026","0.16332027424094026","0.16332027424094026"
"668","0.16356513222331048","0.16356513222331048","0.16356513222331048"
"672","0.16454456415279137","0.16454456415279137","0.16454456415279137"
"675","0.16527913809990205","0.16527913809990205","0.16527913809990205"
"678","0.16601371204701273","0.16601371204701273","0.16601371204701273"
"680","0.1665034280117532","0.1665034280117532","0.1665034280117532"
"683","0.16723800195886385","0.16723800195886385","0.16723800195886385"
"684","0.16748285994123407","0.16748285994123407","0.16748285994123407"
"686","0.16797257590597453","0.16797257590597453","0.16797257590597453"
"696","0.17042115572967678","0.17042115572967678","0.17042115572967678"
"701","0.17164544564152792","0.17164544564152792","0.17164544564152792"
"704","0.17238001958863858","0.17238001958863858","0.17238001958863858"
"709","0.17360430950048972","0.17360430950048972","0.17360430950048972"
"712","0.1743388834476004","0.1743388834476004","0.1743388834476004"
"715","0.17507345739471106","0.17507345739471106","0.17507345739471106"
"716","0.17531831537708129","0.17531831537708129","0.17531831537708129"
"720","0.1762977473065622","0.1762977473065622","0.1762977473065622"
"722","0.17678746327130265","0.17678746327130265","0.17678746327130265"
"724","0.1772771792360431","0.1772771792360431","0.1772771792360431"
"726","0.17776689520078354","0.17776689520078354","0.17776689520078354"
"727","0.17801175318315376","0.17801175318315376","0.17801175318315376"
"730","0.17874632713026445","0.17874632713026445","0.17874632713026445"
"733","0.17948090107737513","0.17948090107737513","0.17948090107737513"
"737","0.18046033300685602","0.18046033300685602","0.18046033300685602"
"742","0.18168462291870716","0.18168462291870716","0.18168462291870716"
"743","0.18192948090107738","0.18192948090107738","0.18192948090107738"
"746","0.18266405484818804","0.18266405484818804","0.18266405484818804"
"747","0.18290891283055827","0.18290891283055827","0.18290891283055827"
"748","0.1831537708129285","0.1831537708129285","0.1831537708129285"
"749","0.18339862879529872","0.18339862879529872","0.18339862879529872"
"750","0.18364348677766895","0.18364348677766895","0.18364348677766895"
"752","0.1841332027424094","0.1841332027424094","0.1841332027424094"
"753","0.18437806072477964","0.18437806072477964","0.18437806072477964"
"754","0.18462291870714986","0.18462291870714986","0.18462291870714986"
"757","0.18535749265426052","0.18535749265426052","0.18535749265426052"
"758","0.18560235063663075","0.18560235063663075","0.18560235063663075"
"760","0.1860920666013712","0.1860920666013712","0.1860920666013712"
"765","0.18731635651322234","0.18731635651322234","0.18731635651322234"
"768","0.188050930460333","0.188050930460333","0.188050930460333"
"769","0.18829578844270323","0.18829578844270323","0.18829578844270323"
"770","0.18854064642507345","0.18854064642507345","0.18854064642507345"
"771","0.18878550440744368","0.18878550440744368","0.18878550440744368"
"772","0.1890303623898139","0.1890303623898139","0.1890303623898139"
"777","0.19025465230166502","0.19025465230166502","0.19025465230166502"
"778","0.19049951028403525","0.19049951028403525","0.19049951028403525"
"780","0.1909892262487757","0.1909892262487757","0.1909892262487757"
"785","0.19221351616062685","0.19221351616062685","0.19221351616062685"
"792","0.1939275220372184","0.1939275220372184","0.1939275220372184"
"801","0.19613124387855044","0.19613124387855044","0.19613124387855044"
"803","0.1966209598432909","0.1966209598432909","0.1966209598432909"
"807","0.1976003917727718","0.1976003917727718","0.1976003917727718"
"808","0.197845249755142","0.197845249755142","0.197845249755142"
"809","0.19809010773751223","0.19809010773751223","0.19809010773751223"
"810","0.19833496571988246","0.19833496571988246","0.19833496571988246"
"813","0.19906953966699314","0.19906953966699314","0.19906953966699314"
"819","0.20053868756121448","0.20053868756121448","0.20053868756121448"
"824","0.20176297747306562","0.20176297747306562","0.20176297747306562"
"828","0.20274240940254654","0.20274240940254654","0.20274240940254654"
"829","0.20298726738491674","0.20298726738491674","0.20298726738491674"
"831","0.2034769833496572","0.2034769833496572","0.2034769833496572"
"836","0.20470127326150833","0.20470127326150833","0.20470127326150833"
"842","0.20617042115572967","0.20617042115572967","0.20617042115572967"
"844","0.20666013712047013","0.20666013712047013","0.20666013712047013"
"845","0.20690499510284036","0.20690499510284036","0.20690499510284036"
"847","0.2073947110675808","0.2073947110675808","0.2073947110675808"
"848","0.20763956904995104","0.20763956904995104","0.20763956904995104"
"849","0.20788442703232127","0.20788442703232127","0.20788442703232127"
"850","0.20812928501469147","0.20812928501469147","0.20812928501469147"
"852","0.20861900097943192","0.20861900097943192","0.20861900097943192"
"853","0.20886385896180215","0.20886385896180215","0.20886385896180215"
"854","0.20910871694417238","0.20910871694417238","0.20910871694417238"
"858","0.2100881488736533","0.2100881488736533","0.2100881488736533"
"859","0.21033300685602352","0.21033300685602352","0.21033300685602352"
"860","0.21057786483839372","0.21057786483839372","0.21057786483839372"
"861","0.21082272282076395","0.21082272282076395","0.21082272282076395"
"865","0.21180215475024486","0.21180215475024486","0.21180215475024486"
"867","0.21229187071498531","0.21229187071498531","0.21229187071498531"
"868","0.21253672869735554","0.21253672869735554","0.21253672869735554"
"870","0.21302644466209597","0.21302644466209597","0.21302644466209597"
"871","0.2132713026444662","0.2132713026444662","0.2132713026444662"
"872","0.21351616062683643","0.21351616062683643","0.21351616062683643"
"873","0.21376101860920665","0.21376101860920665","0.21376101860920665"
"877","0.21474045053868757","0.21474045053868757","0.21474045053868757"
"882","0.21596474045053868","0.21596474045053868","0.21596474045053868"
"884","0.21645445641527913","0.21645445641527913","0.21645445641527913"
"885","0.21669931439764936","0.21669931439764936","0.21669931439764936"
"887","0.21718903036238982","0.21718903036238982","0.21718903036238982"
"891","0.2181684622918707","0.2181684622918707","0.2181684622918707"
"892","0.21841332027424093","0.21841332027424093","0.21841332027424093"
"893","0.21865817825661116","0.21865817825661116","0.21865817825661116"
"898","0.2198824681684623","0.2198824681684623","0.2198824681684623"
"901","0.22061704211557298","0.22061704211557298","0.22061704211557298"
"903","0.2211067580803134","0.2211067580803134","0.2211067580803134"
"904","0.22135161606268364","0.22135161606268364","0.22135161606268364"
"909","0.22257590597453478","0.22257590597453478","0.22257590597453478"
"911","0.22306562193927523","0.22306562193927523","0.22306562193927523"
"913","0.22355533790401566","0.22355533790401566","0.22355533790401566"
"918","0.2247796278158668","0.2247796278158668","0.2247796278158668"
"921","0.22551420176297748","0.22551420176297748","0.22551420176297748"
"922","0.2257590597453477","0.2257590597453477","0.2257590597453477"
"924","0.22624877571008814","0.22624877571008814","0.22624877571008814"
"925","0.22649363369245837","0.22649363369245837","0.22649363369245837"
"926","0.2267384916748286","0.2267384916748286","0.2267384916748286"
"927","0.22698334965719882","0.22698334965719882","0.22698334965719882"
"928","0.22722820763956905","0.22722820763956905","0.22722820763956905"
"931","0.22796278158667974","0.22796278158667974","0.22796278158667974"
"934","0.2286973555337904","0.2286973555337904","0.2286973555337904"
"935","0.22894221351616062","0.22894221351616062","0.22894221351616062"
"942","0.23065621939275222","0.23065621939275222","0.23065621939275222"
"943","0.23090107737512242","0.23090107737512242","0.23090107737512242"
"944","0.23114593535749264","0.23114593535749264","0.23114593535749264"
"946","0.2316356513222331","0.2316356513222331","0.2316356513222331"
"949","0.23237022526934378","0.23237022526934378","0.23237022526934378"
"952","0.23310479921645447","0.23310479921645447","0.23310479921645447"
"955","0.23383937316356512","0.23383937316356512","0.23383937316356512"
"960","0.23506366307541626","0.23506366307541626","0.23506366307541626"
"964","0.23604309500489715","0.23604309500489715","0.23604309500489715"
"966","0.2365328109696376","0.2365328109696376","0.2365328109696376"
"967","0.23677766895200783","0.23677766895200783","0.23677766895200783"
"973","0.2382468168462292","0.2382468168462292","0.2382468168462292"
"975","0.23873653281096963","0.23873653281096963","0.23873653281096963"
"976","0.23898139079333985","0.23898139079333985","0.23898139079333985"
"977","0.23922624877571008","0.23922624877571008","0.23922624877571008"
"979","0.23971596474045054","0.23971596474045054","0.23971596474045054"
"986","0.2414299706170421","0.2414299706170421","0.2414299706170421"
"988","0.24191968658178256","0.24191968658178256","0.24191968658178256"
"990","0.24240940254652302","0.24240940254652302","0.24240940254652302"
"993","0.2431439764936337","0.2431439764936337","0.2431439764936337"
"994","0.24338883447600393","0.24338883447600393","0.24338883447600393"
"996","0.24387855044074436","0.24387855044074436","0.24387855044074436"
"999","0.24461312438785504","0.24461312438785504","0.24461312438785504"
"1000","0.24485798237022527","0.24485798237022527","0.24485798237022527"
"1002","0.24534769833496572","0.24534769833496572","0.24534769833496572"
"1005","0.2460822722820764","0.2460822722820764","0.2460822722820764"
"1008","0.24681684622918706","0.24681684622918706","0.24681684622918706"
"1009","0.2470617042115573","0.2470617042115573","0.2470617042115573"
"1014","0.24828599412340843","0.24828599412340843","0.24828599412340843"
"1015","0.24853085210577866","0.24853085210577866","0.24853085210577866"
"1018","0.24926542605288932","0.24926542605288932","0.24926542605288932"
"1020","0.24975514201762977","0.24975514201762977","0.24975514201762977"
"1021","0.25","0.25","0.25"
"1022","0.25024485798237023","0.25024485798237023","0.25024485798237023"
"1026","0.25122428991185114","0.25122428991185114","0.25122428991185114"
"1027","0.25146914789422137","0.25146914789422137","0.25146914789422137"
"1028","0.2517140058765916","0.2517140058765916","0.2517140058765916"
"1031","0.2524485798237023","0.2524485798237023","0.2524485798237023"
"1033","0.2529382957884427","0.2529382957884427","0.2529382957884427"
"1036","0.25367286973555336","0.25367286973555336","0.25367286973555336"
"1037","0.2539177277179236","0.2539177277179236","0.2539177277179236"
"1039","0.25440744368266405","0.25440744368266405","0.25440744368266405"
"1046","0.25612144955925564","0.25612144955925564","0.25612144955925564"
"1051","0.2573457394711068","0.2573457394711068","0.2573457394711068"
"1054","0.2580803134182174","0.2580803134182174","0.2580803134182174"
"1055","0.25832517140058764","0.25832517140058764","0.25832517140058764"
"1057","0.2588148873653281","0.2588148873653281","0.2588148873653281"
"1060","0.2595494613124388","0.2595494613124388","0.2595494613124388"
"1062","0.26003917727717923","0.26003917727717923","0.26003917727717923"
"1065","0.2607737512242899","0.2607737512242899","0.2607737512242899"
"1066","0.26101860920666015","0.26101860920666015","0.26101860920666015"
"1067","0.2612634671890304","0.2612634671890304","0.2612634671890304"
"1068","0.2615083251714006","0.2615083251714006","0.2615083251714006"
"1071","0.2622428991185113","0.2622428991185113","0.2622428991185113"
"1072","0.2624877571008815","0.2624877571008815","0.2624877571008815"
"1073","0.26273261508325174","0.26273261508325174","0.26273261508325174"
"1077","0.2637120470127326","0.2637120470127326","0.2637120470127326"
"1085","0.2656709108716944","0.2656709108716944","0.2656709108716944"
"1086","0.26591576885406465","0.26591576885406465","0.26591576885406465"
"1087","0.2661606268364349","0.2661606268364349","0.2661606268364349"
"1088","0.2664054848188051","0.2664054848188051","0.2664054848188051"
"1090","0.26689520078354556","0.26689520078354556","0.26689520078354556"
"1091","0.2671400587659158","0.2671400587659158","0.2671400587659158"
"1093","0.26762977473065624","0.26762977473065624","0.26762977473065624"
"1096","0.2683643486777669","0.2683643486777669","0.2683643486777669"
"1098","0.26885406464250733","0.26885406464250733","0.26885406464250733"
"1100","0.2693437806072478","0.2693437806072478","0.2693437806072478"
"1101","0.269588638589618","0.269588638589618","0.269588638589618"
"1102","0.26983349657198824","0.26983349657198824","0.26983349657198824"
"1105","0.2705680705190989","0.2705680705190989","0.2705680705190989"
"1110","0.27179236043095006","0.27179236043095006","0.27179236043095006"
"1111","0.2720372184133203","0.2720372184133203","0.2720372184133203"
"1112","0.2722820763956905","0.2722820763956905","0.2722820763956905"
"1116","0.2732615083251714","0.2732615083251714","0.2732615083251714"
"1118","0.27375122428991183","0.27375122428991183","0.27375122428991183"
"1119","0.27399608227228206","0.27399608227228206","0.27399608227228206"
