"Step","biggestsupervised - epoch","biggestsupervised - epoch__MIN","biggestsupervised - epoch__MAX"
"49","0.047992164544564155","0.047992164544564155","0.047992164544564155"
"50","0.04897159647404505","0.04897159647404505","0.04897159647404505"
"51","0.04995102840352596","0.04995102840352596","0.04995102840352596"
"52","0.050930460333006855","0.050930460333006855","0.050930460333006855"
"53","0.05190989226248776","0.05190989226248776","0.05190989226248776"
"54","0.05288932419196866","0.05288932419196866","0.05288932419196866"
"55","0.05386875612144956","0.05386875612144956","0.05386875612144956"
"56","0.05484818805093046","0.05484818805093046","0.05484818805093046"
"57","0.05582761998041136","0.05582761998041136","0.05582761998041136"
"58","0.05680705190989226","0.05680705190989226","0.05680705190989226"
"59","0.05778648383937316","0.05778648383937316","0.05778648383937316"
"60","0.058765915768854066","0.058765915768854066","0.058765915768854066"
"61","0.059745347698334964","0.059745347698334964","0.059745347698334964"
"62","0.06072477962781587","0.06072477962781587","0.06072477962781587"
"63","0.061704211557296766","0.061704211557296766","0.061704211557296766"
"64","0.06268364348677767","0.06268364348677767","0.06268364348677767"
"65","0.06366307541625857","0.06366307541625857","0.06366307541625857"
"66","0.06464250734573947","0.06464250734573947","0.06464250734573947"
"67","0.06562193927522038","0.06562193927522038","0.06562193927522038"
"68","0.06660137120470128","0.06660137120470128","0.06660137120470128"
"69","0.06758080313418217","0.06758080313418217","0.06758080313418217"
"70","0.06856023506366307","0.06856023506366307","0.06856023506366307"
"71","0.06953966699314397","0.06953966699314397","0.06953966699314397"
"72","0.07051909892262488","0.07051909892262488","0.07051909892262488"
"73","0.07149853085210578","0.07149853085210578","0.07149853085210578"
"74","0.07247796278158668","0.07247796278158668","0.07247796278158668"
"75","0.07345739471106758","0.07345739471106758","0.07345739471106758"
"76","0.07443682664054849","0.07443682664054849","0.07443682664054849"
"77","0.07541625857002938","0.07541625857002938","0.07541625857002938"
"78","0.07639569049951028","0.07639569049951028","0.07639569049951028"
"79","0.07737512242899118","0.07737512242899118","0.07737512242899118"
"80","0.07835455435847209","0.07835455435847209","0.07835455435847209"
"81","0.07933398628795299","0.07933398628795299","0.07933398628795299"
"82","0.08031341821743389","0.08031341821743389","0.08031341821743389"
"83","0.08129285014691479","0.08129285014691479","0.08129285014691479"
"84","0.08227228207639568","0.08227228207639568","0.08227228207639568"
"85","0.0832517140058766","0.0832517140058766","0.0832517140058766"
"86","0.0842311459353575","0.0842311459353575","0.0842311459353575"
"87","0.08521057786483839","0.08521057786483839","0.08521057786483839"
"88","0.08619000979431929","0.08619000979431929","0.08619000979431929"
"89","0.0871694417238002","0.0871694417238002","0.0871694417238002"
"90","0.0881488736532811","0.0881488736532811","0.0881488736532811"
"91","0.089128305582762","0.089128305582762","0.089128305582762"
"92","0.0901077375122429","0.0901077375122429","0.0901077375122429"
"93","0.0910871694417238","0.0910871694417238","0.0910871694417238"
"94","0.0920666013712047","0.0920666013712047","0.0920666013712047"
"95","0.0930460333006856","0.0930460333006856","0.0930460333006856"
"96","0.0940254652301665","0.0940254652301665","0.0940254652301665"
"97","0.09500489715964741","0.09500489715964741","0.09500489715964741"
"98","0.09598432908912831","0.09598432908912831","0.09598432908912831"
"99","0.0969637610186092","0.0969637610186092","0.0969637610186092"
"100","0.0979431929480901","0.0979431929480901","0.0979431929480901"
"101","0.098922624877571","0.098922624877571","0.098922624877571"
"102","0.09990205680705191","0.09990205680705191","0.09990205680705191"
"103","0.10088148873653281","0.10088148873653281","0.10088148873653281"
"104","0.10186092066601371","0.10186092066601371","0.10186092066601371"
"105","0.10284035259549461","0.10284035259549461","0.10284035259549461"
"106","0.10381978452497552","0.10381978452497552","0.10381978452497552"
"107","0.10479921645445642","0.10479921645445642","0.10479921645445642"
"108","0.10577864838393732","0.10577864838393732","0.10577864838393732"
"109","0.10675808031341821","0.10675808031341821","0.10675808031341821"
"110","0.10773751224289912","0.10773751224289912","0.10773751224289912"
"111","0.10871694417238002","0.10871694417238002","0.10871694417238002"
"112","0.10969637610186092","0.10969637610186092","0.10969637610186092"
"113","0.11067580803134182","0.11067580803134182","0.11067580803134182"
"114","0.11165523996082272","0.11165523996082272","0.11165523996082272"
"115","0.11263467189030363","0.11263467189030363","0.11263467189030363"
"116","0.11361410381978453","0.11361410381978453","0.11361410381978453"
"117","0.11459353574926542","0.11459353574926542","0.11459353574926542"
"118","0.11557296767874632","0.11557296767874632","0.11557296767874632"
"119","0.11655239960822723","0.11655239960822723","0.11655239960822723"
"120","0.11753183153770813","0.11753183153770813","0.11753183153770813"
"121","0.11851126346718903","0.11851126346718903","0.11851126346718903"
"122","0.11949069539666993","0.11949069539666993","0.11949069539666993"
"123","0.12047012732615084","0.12047012732615084","0.12047012732615084"
"124","0.12144955925563174","0.12144955925563174","0.12144955925563174"
"125","0.12242899118511263","0.12242899118511263","0.12242899118511263"
"126","0.12340842311459353","0.12340842311459353","0.12340842311459353"
"127","0.12438785504407443","0.12438785504407443","0.12438785504407443"
"128","0.12536728697355534","0.12536728697355534","0.12536728697355534"
"129","0.12634671890303623","0.12634671890303623","0.12634671890303623"
"130","0.12732615083251714","0.12732615083251714","0.12732615083251714"
"131","0.12830558276199805","0.12830558276199805","0.12830558276199805"
"132","0.12928501469147893","0.12928501469147893","0.12928501469147893"
"133","0.13026444662095985","0.13026444662095985","0.13026444662095985"
"134","0.13124387855044076","0.13124387855044076","0.13124387855044076"
"135","0.13222331047992164","0.13222331047992164","0.13222331047992164"
"136","0.13320274240940255","0.13320274240940255","0.13320274240940255"
"137","0.13418217433888344","0.13418217433888344","0.13418217433888344"
"138","0.13516160626836435","0.13516160626836435","0.13516160626836435"
"139","0.13614103819784526","0.13614103819784526","0.13614103819784526"
"140","0.13712047012732614","0.13712047012732614","0.13712047012732614"
"141","0.13809990205680706","0.13809990205680706","0.13809990205680706"
"142","0.13907933398628794","0.13907933398628794","0.13907933398628794"
"143","0.14005876591576885","0.14005876591576885","0.14005876591576885"
"144","0.14103819784524976","0.14103819784524976","0.14103819784524976"
"145","0.14201762977473065","0.14201762977473065","0.14201762977473065"
"146","0.14299706170421156","0.14299706170421156","0.14299706170421156"
"147","0.14397649363369247","0.14397649363369247","0.14397649363369247"
"148","0.14495592556317335","0.14495592556317335","0.14495592556317335"
"149","0.14593535749265427","0.14593535749265427","0.14593535749265427"
"150","0.14691478942213515","0.14691478942213515","0.14691478942213515"
"151","0.14789422135161606","0.14789422135161606","0.14789422135161606"
"152","0.14887365328109697","0.14887365328109697","0.14887365328109697"
"153","0.14985308521057786","0.14985308521057786","0.14985308521057786"
"154","0.15083251714005877","0.15083251714005877","0.15083251714005877"
"155","0.15181194906953965","0.15181194906953965","0.15181194906953965"
"156","0.15279138099902057","0.15279138099902057","0.15279138099902057"
"157","0.15377081292850148","0.15377081292850148","0.15377081292850148"
"158","0.15475024485798236","0.15475024485798236","0.15475024485798236"
"159","0.15572967678746327","0.15572967678746327","0.15572967678746327"
"160","0.15670910871694418","0.15670910871694418","0.15670910871694418"
"161","0.15768854064642507","0.15768854064642507","0.15768854064642507"
"162","0.15866797257590598","0.15866797257590598","0.15866797257590598"
"163","0.15964740450538686","0.15964740450538686","0.15964740450538686"
"164","0.16062683643486778","0.16062683643486778","0.16062683643486778"
"165","0.1616062683643487","0.1616062683643487","0.1616062683643487"
"166","0.16258570029382957","0.16258570029382957","0.16258570029382957"
"167","0.16356513222331048","0.16356513222331048","0.16356513222331048"
"168","0.16454456415279137","0.16454456415279137","0.16454456415279137"
"169","0.16552399608227228","0.16552399608227228","0.16552399608227228"
"170","0.1665034280117532","0.1665034280117532","0.1665034280117532"
"171","0.16748285994123407","0.16748285994123407","0.16748285994123407"
"172","0.168462291870715","0.168462291870715","0.168462291870715"
"173","0.1694417238001959","0.1694417238001959","0.1694417238001959"
"174","0.17042115572967678","0.17042115572967678","0.17042115572967678"
"175","0.1714005876591577","0.1714005876591577","0.1714005876591577"
"176","0.17238001958863858","0.17238001958863858","0.17238001958863858"
"177","0.1733594515181195","0.1733594515181195","0.1733594515181195"
"178","0.1743388834476004","0.1743388834476004","0.1743388834476004"
"179","0.17531831537708129","0.17531831537708129","0.17531831537708129"
"180","0.1762977473065622","0.1762977473065622","0.1762977473065622"
"181","0.1772771792360431","0.1772771792360431","0.1772771792360431"
"182","0.178256611165524","0.178256611165524","0.178256611165524"
"183","0.1792360430950049","0.1792360430950049","0.1792360430950049"
"184","0.1802154750244858","0.1802154750244858","0.1802154750244858"
"185","0.1811949069539667","0.1811949069539667","0.1811949069539667"
"186","0.1821743388834476","0.1821743388834476","0.1821743388834476"
"187","0.1831537708129285","0.1831537708129285","0.1831537708129285"
"188","0.1841332027424094","0.1841332027424094","0.1841332027424094"
"189","0.1851126346718903","0.1851126346718903","0.1851126346718903"
"190","0.1860920666013712","0.1860920666013712","0.1860920666013712"
"191","0.18707149853085211","0.18707149853085211","0.18707149853085211"
"192","0.188050930460333","0.188050930460333","0.188050930460333"
"193","0.1890303623898139","0.1890303623898139","0.1890303623898139"
"194","0.19000979431929482","0.19000979431929482","0.19000979431929482"
"195","0.1909892262487757","0.1909892262487757","0.1909892262487757"
"196","0.19196865817825662","0.19196865817825662","0.19196865817825662"
"197","0.1929480901077375","0.1929480901077375","0.1929480901077375"
"198","0.1939275220372184","0.1939275220372184","0.1939275220372184"
"199","0.19490695396669933","0.19490695396669933","0.19490695396669933"
"200","0.1958863858961802","0.1958863858961802","0.1958863858961802"
"201","0.19686581782566112","0.19686581782566112","0.19686581782566112"
"202","0.197845249755142","0.197845249755142","0.197845249755142"
"203","0.19882468168462292","0.19882468168462292","0.19882468168462292"
"204","0.19980411361410383","0.19980411361410383","0.19980411361410383"
"205","0.2007835455435847","0.2007835455435847","0.2007835455435847"
"206","0.20176297747306562","0.20176297747306562","0.20176297747306562"
"207","0.20274240940254654","0.20274240940254654","0.20274240940254654"
"208","0.20372184133202742","0.20372184133202742","0.20372184133202742"
"209","0.20470127326150833","0.20470127326150833","0.20470127326150833"
"210","0.20568070519098922","0.20568070519098922","0.20568070519098922"
"211","0.20666013712047013","0.20666013712047013","0.20666013712047013"
"212","0.20763956904995104","0.20763956904995104","0.20763956904995104"
"213","0.20861900097943192","0.20861900097943192","0.20861900097943192"
"214","0.20959843290891284","0.20959843290891284","0.20959843290891284"
"215","0.21057786483839372","0.21057786483839372","0.21057786483839372"
"216","0.21155729676787463","0.21155729676787463","0.21155729676787463"
"217","0.21253672869735554","0.21253672869735554","0.21253672869735554"
"218","0.21351616062683643","0.21351616062683643","0.21351616062683643"
"219","0.21449559255631734","0.21449559255631734","0.21449559255631734"
"220","0.21547502448579825","0.21547502448579825","0.21547502448579825"
"221","0.21645445641527913","0.21645445641527913","0.21645445641527913"
"222","0.21743388834476005","0.21743388834476005","0.21743388834476005"
"223","0.21841332027424093","0.21841332027424093","0.21841332027424093"
"224","0.21939275220372184","0.21939275220372184","0.21939275220372184"
"225","0.22037218413320275","0.22037218413320275","0.22037218413320275"
"226","0.22135161606268364","0.22135161606268364","0.22135161606268364"
"227","0.22233104799216455","0.22233104799216455","0.22233104799216455"
"228","0.22331047992164543","0.22331047992164543","0.22331047992164543"
"229","0.22428991185112634","0.22428991185112634","0.22428991185112634"
"230","0.22526934378060726","0.22526934378060726","0.22526934378060726"
"231","0.22624877571008814","0.22624877571008814","0.22624877571008814"
"232","0.22722820763956905","0.22722820763956905","0.22722820763956905"
"233","0.22820763956904996","0.22820763956904996","0.22820763956904996"
"234","0.22918707149853085","0.22918707149853085","0.22918707149853085"
"235","0.23016650342801176","0.23016650342801176","0.23016650342801176"
"236","0.23114593535749264","0.23114593535749264","0.23114593535749264"
"237","0.23212536728697356","0.23212536728697356","0.23212536728697356"
"238","0.23310479921645447","0.23310479921645447","0.23310479921645447"
"239","0.23408423114593535","0.23408423114593535","0.23408423114593535"
"240","0.23506366307541626","0.23506366307541626","0.23506366307541626"
"241","0.23604309500489715","0.23604309500489715","0.23604309500489715"
"242","0.23702252693437806","0.23702252693437806","0.23702252693437806"
"243","0.23800195886385897","0.23800195886385897","0.23800195886385897"
"244","0.23898139079333985","0.23898139079333985","0.23898139079333985"
"245","0.23996082272282077","0.23996082272282077","0.23996082272282077"
"246","0.24094025465230168","0.24094025465230168","0.24094025465230168"
"247","0.24191968658178256","0.24191968658178256","0.24191968658178256"
"248","0.24289911851126347","0.24289911851126347","0.24289911851126347"
"249","0.24387855044074436","0.24387855044074436","0.24387855044074436"
"250","0.24485798237022527","0.24485798237022527","0.24485798237022527"
"251","0.24583741429970618","0.24583741429970618","0.24583741429970618"
"252","0.24681684622918706","0.24681684622918706","0.24681684622918706"
"253","0.24779627815866798","0.24779627815866798","0.24779627815866798"
"254","0.24877571008814886","0.24877571008814886","0.24877571008814886"
"255","0.24975514201762977","0.24975514201762977","0.24975514201762977"
"256","0.2507345739471107","0.2507345739471107","0.2507345739471107"
"257","0.2517140058765916","0.2517140058765916","0.2517140058765916"
"258","0.25269343780607245","0.25269343780607245","0.25269343780607245"
"259","0.25367286973555336","0.25367286973555336","0.25367286973555336"
"260","0.2546523016650343","0.2546523016650343","0.2546523016650343"
"261","0.2556317335945152","0.2556317335945152","0.2556317335945152"
"262","0.2566111655239961","0.2566111655239961","0.2566111655239961"
"263","0.257590597453477","0.257590597453477","0.257590597453477"
"264","0.25857002938295787","0.25857002938295787","0.25857002938295787"
"265","0.2595494613124388","0.2595494613124388","0.2595494613124388"
"266","0.2605288932419197","0.2605288932419197","0.2605288932419197"
"267","0.2615083251714006","0.2615083251714006","0.2615083251714006"
"268","0.2624877571008815","0.2624877571008815","0.2624877571008815"
"269","0.26346718903036237","0.26346718903036237","0.26346718903036237"
"270","0.2644466209598433","0.2644466209598433","0.2644466209598433"
"271","0.2654260528893242","0.2654260528893242","0.2654260528893242"
"272","0.2664054848188051","0.2664054848188051","0.2664054848188051"
"273","0.267384916748286","0.267384916748286","0.267384916748286"
"274","0.2683643486777669","0.2683643486777669","0.2683643486777669"
"275","0.2693437806072478","0.2693437806072478","0.2693437806072478"
"276","0.2703232125367287","0.2703232125367287","0.2703232125367287"
"277","0.2713026444662096","0.2713026444662096","0.2713026444662096"
"278","0.2722820763956905","0.2722820763956905","0.2722820763956905"
"279","0.2732615083251714","0.2732615083251714","0.2732615083251714"
"280","0.2742409402546523","0.2742409402546523","0.2742409402546523"
"281","0.2752203721841332","0.2752203721841332","0.2752203721841332"
"282","0.2761998041136141","0.2761998041136141","0.2761998041136141"
"283","0.277179236043095","0.277179236043095","0.277179236043095"
"284","0.2781586679725759","0.2781586679725759","0.2781586679725759"
"285","0.2791380999020568","0.2791380999020568","0.2791380999020568"
"286","0.2801175318315377","0.2801175318315377","0.2801175318315377"
"287","0.2810969637610186","0.2810969637610186","0.2810969637610186"
"288","0.2820763956904995","0.2820763956904995","0.2820763956904995"
"289","0.28305582761998044","0.28305582761998044","0.28305582761998044"
"290","0.2840352595494613","0.2840352595494613","0.2840352595494613"
"291","0.2850146914789422","0.2850146914789422","0.2850146914789422"
"292","0.2859941234084231","0.2859941234084231","0.2859941234084231"
"293","0.28697355533790403","0.28697355533790403","0.28697355533790403"
"294","0.28795298726738494","0.28795298726738494","0.28795298726738494"
"295","0.2889324191968658","0.2889324191968658","0.2889324191968658"
"296","0.2899118511263467","0.2899118511263467","0.2899118511263467"
"297","0.2908912830558276","0.2908912830558276","0.2908912830558276"
"298","0.29187071498530853","0.29187071498530853","0.29187071498530853"
"299","0.29285014691478944","0.29285014691478944","0.29285014691478944"
"300","0.2938295788442703","0.2938295788442703","0.2938295788442703"
"301","0.2948090107737512","0.2948090107737512","0.2948090107737512"
"302","0.2957884427032321","0.2957884427032321","0.2957884427032321"
"303","0.29676787463271304","0.29676787463271304","0.29676787463271304"
"304","0.29774730656219395","0.29774730656219395","0.29774730656219395"
"305","0.2987267384916748","0.2987267384916748","0.2987267384916748"
"306","0.2997061704211557","0.2997061704211557","0.2997061704211557"
"307","0.3006856023506366","0.3006856023506366","0.3006856023506366"
"308","0.30166503428011754","0.30166503428011754","0.30166503428011754"
"309","0.30264446620959845","0.30264446620959845","0.30264446620959845"
"310","0.3036238981390793","0.3036238981390793","0.3036238981390793"
"311","0.3046033300685602","0.3046033300685602","0.3046033300685602"
"312","0.30558276199804113","0.30558276199804113","0.30558276199804113"
"313","0.30656219392752204","0.30656219392752204","0.30656219392752204"
"314","0.30754162585700295","0.30754162585700295","0.30754162585700295"
"315","0.30852105778648387","0.30852105778648387","0.30852105778648387"
"316","0.3095004897159647","0.3095004897159647","0.3095004897159647"
"317","0.31047992164544563","0.31047992164544563","0.31047992164544563"
"318","0.31145935357492655","0.31145935357492655","0.31145935357492655"
"319","0.31243878550440746","0.31243878550440746","0.31243878550440746"
"320","0.31341821743388837","0.31341821743388837","0.31341821743388837"
"321","0.3143976493633692","0.3143976493633692","0.3143976493633692"
"322","0.31537708129285014","0.31537708129285014","0.31537708129285014"
"323","0.31635651322233105","0.31635651322233105","0.31635651322233105"
"324","0.31733594515181196","0.31733594515181196","0.31733594515181196"
"325","0.31831537708129287","0.31831537708129287","0.31831537708129287"
"326","0.31929480901077373","0.31929480901077373","0.31929480901077373"
"327","0.32027424094025464","0.32027424094025464","0.32027424094025464"
"328","0.32125367286973555","0.32125367286973555","0.32125367286973555"
"329","0.32223310479921646","0.32223310479921646","0.32223310479921646"
"330","0.3232125367286974","0.3232125367286974","0.3232125367286974"
"331","0.32419196865817823","0.32419196865817823","0.32419196865817823"
"332","0.32517140058765914","0.32517140058765914","0.32517140058765914"
"333","0.32615083251714005","0.32615083251714005","0.32615083251714005"
"334","0.32713026444662097","0.32713026444662097","0.32713026444662097"
"335","0.3281096963761019","0.3281096963761019","0.3281096963761019"
"336","0.32908912830558273","0.32908912830558273","0.32908912830558273"
"337","0.33006856023506365","0.33006856023506365","0.33006856023506365"
"338","0.33104799216454456","0.33104799216454456","0.33104799216454456"
"339","0.33202742409402547","0.33202742409402547","0.33202742409402547"
"340","0.3330068560235064","0.3330068560235064","0.3330068560235064"
"341","0.3339862879529873","0.3339862879529873","0.3339862879529873"
"342","0.33496571988246815","0.33496571988246815","0.33496571988246815"
"343","0.33594515181194906","0.33594515181194906","0.33594515181194906"
"344","0.33692458374143","0.33692458374143","0.33692458374143"
"345","0.3379040156709109","0.3379040156709109","0.3379040156709109"
"346","0.3388834476003918","0.3388834476003918","0.3388834476003918"
"347","0.33986287952987265","0.33986287952987265","0.33986287952987265"
"348","0.34084231145935356","0.34084231145935356","0.34084231145935356"
"349","0.3418217433888345","0.3418217433888345","0.3418217433888345"
"350","0.3428011753183154","0.3428011753183154","0.3428011753183154"
"351","0.3437806072477963","0.3437806072477963","0.3437806072477963"
"352","0.34476003917727716","0.34476003917727716","0.34476003917727716"
"353","0.34573947110675807","0.34573947110675807","0.34573947110675807"
"354","0.346718903036239","0.346718903036239","0.346718903036239"
"355","0.3476983349657199","0.3476983349657199","0.3476983349657199"
"356","0.3486777668952008","0.3486777668952008","0.3486777668952008"
"357","0.34965719882468166","0.34965719882468166","0.34965719882468166"
"358","0.35063663075416257","0.35063663075416257","0.35063663075416257"
"359","0.3516160626836435","0.3516160626836435","0.3516160626836435"
"360","0.3525954946131244","0.3525954946131244","0.3525954946131244"
"361","0.3535749265426053","0.3535749265426053","0.3535749265426053"
"362","0.3545543584720862","0.3545543584720862","0.3545543584720862"
"363","0.3555337904015671","0.3555337904015671","0.3555337904015671"
"364","0.356513222331048","0.356513222331048","0.356513222331048"
"365","0.3574926542605289","0.3574926542605289","0.3574926542605289"
"366","0.3584720861900098","0.3584720861900098","0.3584720861900098"
"367","0.3594515181194907","0.3594515181194907","0.3594515181194907"
"368","0.3604309500489716","0.3604309500489716","0.3604309500489716"
"369","0.3614103819784525","0.3614103819784525","0.3614103819784525"
"370","0.3623898139079334","0.3623898139079334","0.3623898139079334"
"371","0.3633692458374143","0.3633692458374143","0.3633692458374143"
"372","0.3643486777668952","0.3643486777668952","0.3643486777668952"
"373","0.3653281096963761","0.3653281096963761","0.3653281096963761"
"374","0.366307541625857","0.366307541625857","0.366307541625857"
"375","0.3672869735553379","0.3672869735553379","0.3672869735553379"
"376","0.3682664054848188","0.3682664054848188","0.3682664054848188"
"377","0.3692458374142997","0.3692458374142997","0.3692458374142997"
"378","0.3702252693437806","0.3702252693437806","0.3702252693437806"
"379","0.3712047012732615","0.3712047012732615","0.3712047012732615"
"380","0.3721841332027424","0.3721841332027424","0.3721841332027424"
"381","0.3731635651322233","0.3731635651322233","0.3731635651322233"
"382","0.37414299706170423","0.37414299706170423","0.37414299706170423"
"383","0.3751224289911851","0.3751224289911851","0.3751224289911851"
"384","0.376101860920666","0.376101860920666","0.376101860920666"
"385","0.3770812928501469","0.3770812928501469","0.3770812928501469"
"386","0.3780607247796278","0.3780607247796278","0.3780607247796278"
"387","0.37904015670910873","0.37904015670910873","0.37904015670910873"
"388","0.38001958863858964","0.38001958863858964","0.38001958863858964"
"389","0.3809990205680705","0.3809990205680705","0.3809990205680705"
"390","0.3819784524975514","0.3819784524975514","0.3819784524975514"
"391","0.3829578844270323","0.3829578844270323","0.3829578844270323"
"392","0.38393731635651324","0.38393731635651324","0.38393731635651324"
"393","0.38491674828599415","0.38491674828599415","0.38491674828599415"
"394","0.385896180215475","0.385896180215475","0.385896180215475"
"395","0.3868756121449559","0.3868756121449559","0.3868756121449559"
"396","0.3878550440744368","0.3878550440744368","0.3878550440744368"
"397","0.38883447600391774","0.38883447600391774","0.38883447600391774"
"398","0.38981390793339865","0.38981390793339865","0.38981390793339865"
"399","0.3907933398628795","0.3907933398628795","0.3907933398628795"
"400","0.3917727717923604","0.3917727717923604","0.3917727717923604"
"401","0.39275220372184133","0.39275220372184133","0.39275220372184133"
"402","0.39373163565132224","0.39373163565132224","0.39373163565132224"
"403","0.39471106758080315","0.39471106758080315","0.39471106758080315"
"404","0.395690499510284","0.395690499510284","0.395690499510284"
"405","0.3966699314397649","0.3966699314397649","0.3966699314397649"
"406","0.39764936336924583","0.39764936336924583","0.39764936336924583"
"407","0.39862879529872675","0.39862879529872675","0.39862879529872675"
"408","0.39960822722820766","0.39960822722820766","0.39960822722820766"
"409","0.4005876591576885","0.4005876591576885","0.4005876591576885"
"410","0.4015670910871694","0.4015670910871694","0.4015670910871694"
"411","0.40254652301665034","0.40254652301665034","0.40254652301665034"
"412","0.40352595494613125","0.40352595494613125","0.40352595494613125"
"413","0.40450538687561216","0.40450538687561216","0.40450538687561216"
"414","0.4054848188050931","0.4054848188050931","0.4054848188050931"
"415","0.40646425073457393","0.40646425073457393","0.40646425073457393"
"416","0.40744368266405484","0.40744368266405484","0.40744368266405484"
"417","0.40842311459353575","0.40842311459353575","0.40842311459353575"
"418","0.40940254652301666","0.40940254652301666","0.40940254652301666"
"419","0.4103819784524976","0.4103819784524976","0.4103819784524976"
"420","0.41136141038197843","0.41136141038197843","0.41136141038197843"
"421","0.41234084231145934","0.41234084231145934","0.41234084231145934"
"422","0.41332027424094026","0.41332027424094026","0.41332027424094026"
"423","0.41429970617042117","0.41429970617042117","0.41429970617042117"
"424","0.4152791380999021","0.4152791380999021","0.4152791380999021"
"425","0.41625857002938293","0.41625857002938293","0.41625857002938293"
"426","0.41723800195886385","0.41723800195886385","0.41723800195886385"
"427","0.41821743388834476","0.41821743388834476","0.41821743388834476"
"428","0.41919686581782567","0.41919686581782567","0.41919686581782567"
"429","0.4201762977473066","0.4201762977473066","0.4201762977473066"
"430","0.42115572967678744","0.42115572967678744","0.42115572967678744"
"431","0.42213516160626835","0.42213516160626835","0.42213516160626835"
"432","0.42311459353574926","0.42311459353574926","0.42311459353574926"
"433","0.4240940254652302","0.4240940254652302","0.4240940254652302"
"434","0.4250734573947111","0.4250734573947111","0.4250734573947111"
"435","0.42605288932419194","0.42605288932419194","0.42605288932419194"
"436","0.42703232125367285","0.42703232125367285","0.42703232125367285"
"437","0.42801175318315376","0.42801175318315376","0.42801175318315376"
"438","0.4289911851126347","0.4289911851126347","0.4289911851126347"
"439","0.4299706170421156","0.4299706170421156","0.4299706170421156"
"440","0.4309500489715965","0.4309500489715965","0.4309500489715965"
"441","0.43192948090107736","0.43192948090107736","0.43192948090107736"
"442","0.43290891283055827","0.43290891283055827","0.43290891283055827"
"443","0.4338883447600392","0.4338883447600392","0.4338883447600392"
"444","0.4348677766895201","0.4348677766895201","0.4348677766895201"
"445","0.435847208619001","0.435847208619001","0.435847208619001"
"446","0.43682664054848186","0.43682664054848186","0.43682664054848186"
"447","0.43780607247796277","0.43780607247796277","0.43780607247796277"
"448","0.4387855044074437","0.4387855044074437","0.4387855044074437"
"449","0.4397649363369246","0.4397649363369246","0.4397649363369246"
