"Step","toasty-sweep-1 - train/sampled_mean_reward","toasty-sweep-1 - train/sampled_mean_reward__MIN","toasty-sweep-1 - train/sampled_mean_reward__MAX"
"0","1.2749744411065562","1.2749744411065562","1.2749744411065562"
"1","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"2","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"3","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"4","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"5","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"6","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"7","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"8","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"9","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"10","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"11","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"12","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"13","1.7520686615957526","1.7520686615957526","1.7520686615957526"
"14","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"15","0.6207255383235227","0.6207255383235227","0.6207255383235227"
"16","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"17","1.8126924692201825","1.8126924692201825","1.8126924692201825"
"18","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"19","0.7704337205436671","0.7704337205436671","0.7704337205436671"
"20","0.6207255383235227","0.6207255383235227","0.6207255383235227"
"21","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"22","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"23","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"24","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"25","1.1149235161900204","1.1149235161900204","1.1149235161900204"
"26","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"27","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"28","2.2092420352572684","2.2092420352572684","2.2092420352572684"
"29","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"30","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"31","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"32","1.8126924692201825","1.8126924692201825","1.8126924692201825"
"33","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"34","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"35","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"36","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"37","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"38","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"39","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"40","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"41","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"42","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"43","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"44","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"45","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"46","1.8126924692201825","1.8126924692201825","1.8126924692201825"
"47","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"48","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"49","1.619584969157926","1.619584969157926","1.619584969157926"
"50","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"51","0.9294785420850677","0.9294785420850677","0.9294785420850677"
"52","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"53","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"54","0.6207255383235227","0.6207255383235227","0.6207255383235227"
"55","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"56","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"57","0.010000000000000004","0.010000000000000004","0.010000000000000004"
