"Step","mainseed43 - train/sampled_mean_reward","mainseed43 - train/sampled_mean_reward__MIN","mainseed43 - train/sampled_mean_reward__MAX"
"0","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"1","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"2","0.32250588060894064","0.32250588060894064","0.32250588060894064"
"3","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"4","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"5","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"6","0.06448893758744399","0.06448893758744399","0.06448893758744399"
"7","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"8","0.2838999616369671","0.2838999616369671","0.2838999616369671"
"9","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"10","0.37519994884928953","0.37519994884928953","0.37519994884928953"
"11","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"12","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"13","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"14","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"15","0.11396574789868476","0.11396574789868476","0.11396574789868476"
"16","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"17","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"18","0.25395508277316203","0.25395508277316203","0.25395508277316203"
"19","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"20","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"21","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"22","0.22779639501964236","0.22779639501964236","0.22779639501964236"
"23","0.28389996163696724","0.28389996163696724","0.28389996163696724"
"24","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"25","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"26","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"27","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"28","0.5577999232739345","0.5577999232739345","0.5577999232739345"
"29","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"30","0.416903585410088","0.416903585410088","0.416903585410088"
"31","0.2838999616369672","0.2838999616369672","0.2838999616369672"
"32","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"33","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"34","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"35","0.925158559895256","0.925158559895256","0.925158559895256"
"36","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"37","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"38","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"39","0.09308910286462567","0.09308910286462567","0.09308910286462567"
"40","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"41","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"42","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"43","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"44","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"45","0.5577999232739345","0.5577999232739345","0.5577999232739345"
"46","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"47","0.5577999232739345","0.5577999232739345","0.5577999232739345"
"48","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"49","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"50","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"51","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"52","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"53","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"54","0.12112249657381441","0.12112249657381441","0.12112249657381441"
"55","0.5577999232739345","0.5577999232739345","0.5577999232739345"
"56","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"57","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"58","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"59","0.1997545614865902","0.1997545614865902","0.1997545614865902"
"60","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"61","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"62","0.9053718601842603","0.9053718601842603","0.9053718601842603"
"63","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"64","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"65","0.9386688513843656","0.9386688513843656","0.9386688513843656"
"66","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"67","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"68","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"69","0.7403998976985793","0.7403998976985793","0.7403998976985793"
"70","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"71","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"72","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"73","0.11666713546092326","0.11666713546092326","0.11666713546092326"
"74","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"75","0.5577999232739344","0.5577999232739344","0.5577999232739344"
