"Step","smallsupervisedfinal - epoch","smallsupervisedfinal - epoch__MIN","smallsupervisedfinal - epoch__MAX"
"0","0","0","0"
"1","0.00045495905368516835","0.00045495905368516835","0.00045495905368516835"
"2","0.0009099181073703367","0.0009099181073703367","0.0009099181073703367"
"4","0.0018198362147406734","0.0018198362147406734","0.0018198362147406734"
"6","0.00272975432211101","0.00272975432211101","0.00272975432211101"
"7","0.0031847133757961785","0.0031847133757961785","0.0031847133757961785"
"8","0.003639672429481347","0.003639672429481347","0.003639672429481347"
"9","0.004094631483166515","0.004094631483166515","0.004094631483166515"
"10","0.004549590536851683","0.004549590536851683","0.004549590536851683"
"11","0.005004549590536852","0.005004549590536852","0.005004549590536852"
"12","0.00545950864422202","0.00545950864422202","0.00545950864422202"
"13","0.005914467697907188","0.005914467697907188","0.005914467697907188"
"14","0.006369426751592357","0.006369426751592357","0.006369426751592357"
"16","0.007279344858962694","0.007279344858962694","0.007279344858962694"
"17","0.0077343039126478615","0.0077343039126478615","0.0077343039126478615"
"18","0.00818926296633303","0.00818926296633303","0.00818926296633303"
"19","0.008644222020018199","0.008644222020018199","0.008644222020018199"
"20","0.009099181073703366","0.009099181073703366","0.009099181073703366"
"21","0.009554140127388535","0.009554140127388535","0.009554140127388535"
"22","0.010009099181073703","0.010009099181073703","0.010009099181073703"
"23","0.010464058234758872","0.010464058234758872","0.010464058234758872"
"26","0.011828935395814377","0.011828935395814377","0.011828935395814377"
"27","0.012283894449499545","0.012283894449499545","0.012283894449499545"
"28","0.012738853503184714","0.012738853503184714","0.012738853503184714"
"29","0.013193812556869881","0.013193812556869881","0.013193812556869881"
"30","0.01364877161055505","0.01364877161055505","0.01364877161055505"
"31","0.014103730664240218","0.014103730664240218","0.014103730664240218"
"32","0.014558689717925387","0.014558689717925387","0.014558689717925387"
"33","0.015013648771610554","0.015013648771610554","0.015013648771610554"
"34","0.015468607825295723","0.015468607825295723","0.015468607825295723"
"35","0.01592356687898089","0.01592356687898089","0.01592356687898089"
"36","0.01637852593266606","0.01637852593266606","0.01637852593266606"
"37","0.01683348498635123","0.01683348498635123","0.01683348498635123"
"38","0.017288444040036398","0.017288444040036398","0.017288444040036398"
"39","0.017743403093721567","0.017743403093721567","0.017743403093721567"
"40","0.018198362147406732","0.018198362147406732","0.018198362147406732"
"41","0.0186533212010919","0.0186533212010919","0.0186533212010919"
"42","0.01910828025477707","0.01910828025477707","0.01910828025477707"
"43","0.019563239308462238","0.019563239308462238","0.019563239308462238"
"44","0.020018198362147407","0.020018198362147407","0.020018198362147407"
"45","0.020473157415832575","0.020473157415832575","0.020473157415832575"
"46","0.020928116469517744","0.020928116469517744","0.020928116469517744"
"47","0.021383075523202913","0.021383075523202913","0.021383075523202913"
"48","0.02183803457688808","0.02183803457688808","0.02183803457688808"
"49","0.022292993630573247","0.022292993630573247","0.022292993630573247"
"50","0.022747952684258416","0.022747952684258416","0.022747952684258416"
"52","0.023657870791628753","0.023657870791628753","0.023657870791628753"
"53","0.024112829845313922","0.024112829845313922","0.024112829845313922"
"55","0.02502274795268426","0.02502274795268426","0.02502274795268426"
"56","0.025477707006369428","0.025477707006369428","0.025477707006369428"
"57","0.025932666060054597","0.025932666060054597","0.025932666060054597"
"58","0.026387625113739762","0.026387625113739762","0.026387625113739762"
"59","0.02684258416742493","0.02684258416742493","0.02684258416742493"
"60","0.0272975432211101","0.0272975432211101","0.0272975432211101"
"61","0.027752502274795268","0.027752502274795268","0.027752502274795268"
"62","0.028207461328480437","0.028207461328480437","0.028207461328480437"
"63","0.028662420382165606","0.028662420382165606","0.028662420382165606"
"64","0.029117379435850774","0.029117379435850774","0.029117379435850774"
"65","0.029572338489535943","0.029572338489535943","0.029572338489535943"
"66","0.03002729754322111","0.03002729754322111","0.03002729754322111"
"68","0.030937215650591446","0.030937215650591446","0.030937215650591446"
"69","0.03139217470427662","0.03139217470427662","0.03139217470427662"
"70","0.03184713375796178","0.03184713375796178","0.03184713375796178"
"72","0.03275705186533212","0.03275705186533212","0.03275705186533212"
"73","0.033212010919017286","0.033212010919017286","0.033212010919017286"
"74","0.03366696997270246","0.03366696997270246","0.03366696997270246"
"75","0.034121929026387623","0.034121929026387623","0.034121929026387623"
"76","0.034576888080072796","0.034576888080072796","0.034576888080072796"
"78","0.03548680618744313","0.03548680618744313","0.03548680618744313"
"79","0.0359417652411283","0.0359417652411283","0.0359417652411283"
"80","0.036396724294813464","0.036396724294813464","0.036396724294813464"
"81","0.036851683348498636","0.036851683348498636","0.036851683348498636"
"82","0.0373066424021838","0.0373066424021838","0.0373066424021838"
"83","0.03776160145586897","0.03776160145586897","0.03776160145586897"
"84","0.03821656050955414","0.03821656050955414","0.03821656050955414"
"85","0.03867151956323931","0.03867151956323931","0.03867151956323931"
"86","0.039126478616924476","0.039126478616924476","0.039126478616924476"
"87","0.03958143767060965","0.03958143767060965","0.03958143767060965"
"88","0.040036396724294813","0.040036396724294813","0.040036396724294813"
"89","0.04049135577797998","0.04049135577797998","0.04049135577797998"
"90","0.04094631483166515","0.04094631483166515","0.04094631483166515"
"91","0.041401273885350316","0.041401273885350316","0.041401273885350316"
"92","0.04185623293903549","0.04185623293903549","0.04185623293903549"
"93","0.042311191992720654","0.042311191992720654","0.042311191992720654"
"94","0.042766151046405826","0.042766151046405826","0.042766151046405826"
"95","0.04322111010009099","0.04322111010009099","0.04322111010009099"
"96","0.04367606915377616","0.04367606915377616","0.04367606915377616"
"97","0.04413102820746133","0.04413102820746133","0.04413102820746133"
"98","0.044585987261146494","0.044585987261146494","0.044585987261146494"
"99","0.045040946314831666","0.045040946314831666","0.045040946314831666"
"101","0.045950864422202004","0.045950864422202004","0.045950864422202004"
"102","0.04640582347588717","0.04640582347588717","0.04640582347588717"
"103","0.04686078252957234","0.04686078252957234","0.04686078252957234"
"104","0.047315741583257506","0.047315741583257506","0.047315741583257506"
"105","0.04777070063694268","0.04777070063694268","0.04777070063694268"
"106","0.048225659690627844","0.048225659690627844","0.048225659690627844"
"107","0.04868061874431301","0.04868061874431301","0.04868061874431301"
"108","0.04913557779799818","0.04913557779799818","0.04913557779799818"
"109","0.049590536851683346","0.049590536851683346","0.049590536851683346"
"110","0.05004549590536852","0.05004549590536852","0.05004549590536852"
"111","0.050500454959053684","0.050500454959053684","0.050500454959053684"
"112","0.050955414012738856","0.050955414012738856","0.050955414012738856"
"113","0.05141037306642402","0.05141037306642402","0.05141037306642402"
"114","0.051865332120109194","0.051865332120109194","0.051865332120109194"
"115","0.05232029117379436","0.05232029117379436","0.05232029117379436"
"116","0.052775250227479524","0.052775250227479524","0.052775250227479524"
"117","0.053230209281164696","0.053230209281164696","0.053230209281164696"
"118","0.05368516833484986","0.05368516833484986","0.05368516833484986"
"119","0.054140127388535034","0.054140127388535034","0.054140127388535034"
"120","0.0545950864422202","0.0545950864422202","0.0545950864422202"
"121","0.05505004549590537","0.05505004549590537","0.05505004549590537"
"122","0.055505004549590536","0.055505004549590536","0.055505004549590536"
"123","0.05595996360327571","0.05595996360327571","0.05595996360327571"
"124","0.056414922656960874","0.056414922656960874","0.056414922656960874"
"125","0.05686988171064604","0.05686988171064604","0.05686988171064604"
"126","0.05732484076433121","0.05732484076433121","0.05732484076433121"
"127","0.05777979981801638","0.05777979981801638","0.05777979981801638"
"128","0.05823475887170155","0.05823475887170155","0.05823475887170155"
"129","0.058689717925386714","0.058689717925386714","0.058689717925386714"
"130","0.059144676979071886","0.059144676979071886","0.059144676979071886"
"131","0.05959963603275705","0.05959963603275705","0.05959963603275705"
"132","0.06005459508644222","0.06005459508644222","0.06005459508644222"
"133","0.06050955414012739","0.06050955414012739","0.06050955414012739"
"134","0.060964513193812554","0.060964513193812554","0.060964513193812554"
"136","0.06187443130118289","0.06187443130118289","0.06187443130118289"
"137","0.062329390354868064","0.062329390354868064","0.062329390354868064"
"138","0.06278434940855324","0.06278434940855324","0.06278434940855324"
"139","0.0632393084622384","0.0632393084622384","0.0632393084622384"
"140","0.06369426751592357","0.06369426751592357","0.06369426751592357"
"142","0.0646041856232939","0.0646041856232939","0.0646041856232939"
"143","0.06505914467697907","0.06505914467697907","0.06505914467697907"
"144","0.06551410373066424","0.06551410373066424","0.06551410373066424"
"145","0.06596906278434941","0.06596906278434941","0.06596906278434941"
"146","0.06642402183803457","0.06642402183803457","0.06642402183803457"
"147","0.06687898089171974","0.06687898089171974","0.06687898089171974"
"148","0.06733393994540492","0.06733393994540492","0.06733393994540492"
"149","0.06778889899909009","0.06778889899909009","0.06778889899909009"
"150","0.06824385805277525","0.06824385805277525","0.06824385805277525"
"151","0.06869881710646042","0.06869881710646042","0.06869881710646042"
"152","0.06915377616014559","0.06915377616014559","0.06915377616014559"
"153","0.06960873521383075","0.06960873521383075","0.06960873521383075"
"154","0.07006369426751592","0.07006369426751592","0.07006369426751592"
"155","0.0705186533212011","0.0705186533212011","0.0705186533212011"
"156","0.07097361237488627","0.07097361237488627","0.07097361237488627"
"157","0.07142857142857142","0.07142857142857142","0.07142857142857142"
"158","0.0718835304822566","0.0718835304822566","0.0718835304822566"
"159","0.07233848953594177","0.07233848953594177","0.07233848953594177"
"160","0.07279344858962693","0.07279344858962693","0.07279344858962693"
"161","0.0732484076433121","0.0732484076433121","0.0732484076433121"
"162","0.07370336669699727","0.07370336669699727","0.07370336669699727"
"163","0.07415832575068244","0.07415832575068244","0.07415832575068244"
"164","0.0746132848043676","0.0746132848043676","0.0746132848043676"
"165","0.07506824385805277","0.07506824385805277","0.07506824385805277"
"166","0.07552320291173795","0.07552320291173795","0.07552320291173795"
"167","0.07597816196542312","0.07597816196542312","0.07597816196542312"
"168","0.07643312101910828","0.07643312101910828","0.07643312101910828"
"169","0.07688808007279345","0.07688808007279345","0.07688808007279345"
"170","0.07734303912647862","0.07734303912647862","0.07734303912647862"
"171","0.07779799818016378","0.07779799818016378","0.07779799818016378"
"172","0.07825295723384895","0.07825295723384895","0.07825295723384895"
"173","0.07870791628753412","0.07870791628753412","0.07870791628753412"
"174","0.0791628753412193","0.0791628753412193","0.0791628753412193"
"175","0.07961783439490445","0.07961783439490445","0.07961783439490445"
"176","0.08007279344858963","0.08007279344858963","0.08007279344858963"
"177","0.0805277525022748","0.0805277525022748","0.0805277525022748"
"178","0.08098271155595996","0.08098271155595996","0.08098271155595996"
"179","0.08143767060964513","0.08143767060964513","0.08143767060964513"
"180","0.0818926296633303","0.0818926296633303","0.0818926296633303"
"181","0.08234758871701547","0.08234758871701547","0.08234758871701547"
"182","0.08280254777070063","0.08280254777070063","0.08280254777070063"
"183","0.0832575068243858","0.0832575068243858","0.0832575068243858"
"184","0.08371246587807098","0.08371246587807098","0.08371246587807098"
"186","0.08462238398544131","0.08462238398544131","0.08462238398544131"
"187","0.08507734303912648","0.08507734303912648","0.08507734303912648"
"188","0.08553230209281165","0.08553230209281165","0.08553230209281165"
"190","0.08644222020018198","0.08644222020018198","0.08644222020018198"
"191","0.08689717925386715","0.08689717925386715","0.08689717925386715"
"192","0.08735213830755233","0.08735213830755233","0.08735213830755233"
"193","0.08780709736123748","0.08780709736123748","0.08780709736123748"
"194","0.08826205641492266","0.08826205641492266","0.08826205641492266"
"195","0.08871701546860783","0.08871701546860783","0.08871701546860783"
"197","0.08962693357597816","0.08962693357597816","0.08962693357597816"
"199","0.0905368516833485","0.0905368516833485","0.0905368516833485"
"200","0.09099181073703366","0.09099181073703366","0.09099181073703366"
"201","0.09144676979071883","0.09144676979071883","0.09144676979071883"
"202","0.09190172884440401","0.09190172884440401","0.09190172884440401"
"203","0.09235668789808917","0.09235668789808917","0.09235668789808917"
"205","0.09326660600545951","0.09326660600545951","0.09326660600545951"
"206","0.09372156505914468","0.09372156505914468","0.09372156505914468"
"207","0.09417652411282984","0.09417652411282984","0.09417652411282984"
"208","0.09463148316651501","0.09463148316651501","0.09463148316651501"
"209","0.09508644222020018","0.09508644222020018","0.09508644222020018"
"210","0.09554140127388536","0.09554140127388536","0.09554140127388536"
"211","0.09599636032757052","0.09599636032757052","0.09599636032757052"
"212","0.09645131938125569","0.09645131938125569","0.09645131938125569"
"213","0.09690627843494086","0.09690627843494086","0.09690627843494086"
"214","0.09736123748862602","0.09736123748862602","0.09736123748862602"
"215","0.09781619654231119","0.09781619654231119","0.09781619654231119"
"216","0.09827115559599636","0.09827115559599636","0.09827115559599636"
"217","0.09872611464968153","0.09872611464968153","0.09872611464968153"
"218","0.09918107370336669","0.09918107370336669","0.09918107370336669"
"219","0.09963603275705187","0.09963603275705187","0.09963603275705187"
"220","0.10009099181073704","0.10009099181073704","0.10009099181073704"
"221","0.1005459508644222","0.1005459508644222","0.1005459508644222"
"222","0.10100090991810737","0.10100090991810737","0.10100090991810737"
"223","0.10145586897179254","0.10145586897179254","0.10145586897179254"
"224","0.10191082802547771","0.10191082802547771","0.10191082802547771"
"225","0.10236578707916287","0.10236578707916287","0.10236578707916287"
"226","0.10282074613284804","0.10282074613284804","0.10282074613284804"
"227","0.10327570518653321","0.10327570518653321","0.10327570518653321"
"228","0.10373066424021839","0.10373066424021839","0.10373066424021839"
"229","0.10418562329390355","0.10418562329390355","0.10418562329390355"
"230","0.10464058234758872","0.10464058234758872","0.10464058234758872"
"231","0.10509554140127389","0.10509554140127389","0.10509554140127389"
"232","0.10555050045495905","0.10555050045495905","0.10555050045495905"
"233","0.10600545950864422","0.10600545950864422","0.10600545950864422"
"234","0.10646041856232939","0.10646041856232939","0.10646041856232939"
"235","0.10691537761601456","0.10691537761601456","0.10691537761601456"
"236","0.10737033666969972","0.10737033666969972","0.10737033666969972"
"237","0.1078252957233849","0.1078252957233849","0.1078252957233849"
"238","0.10828025477707007","0.10828025477707007","0.10828025477707007"
"239","0.10873521383075523","0.10873521383075523","0.10873521383075523"
"240","0.1091901728844404","0.1091901728844404","0.1091901728844404"
"241","0.10964513193812557","0.10964513193812557","0.10964513193812557"
"242","0.11010009099181074","0.11010009099181074","0.11010009099181074"
"243","0.1105550500454959","0.1105550500454959","0.1105550500454959"
"244","0.11101000909918107","0.11101000909918107","0.11101000909918107"
"245","0.11146496815286625","0.11146496815286625","0.11146496815286625"
"246","0.11191992720655142","0.11191992720655142","0.11191992720655142"
"248","0.11282984531392175","0.11282984531392175","0.11282984531392175"
"250","0.11373976342129208","0.11373976342129208","0.11373976342129208"
"251","0.11419472247497725","0.11419472247497725","0.11419472247497725"
"252","0.11464968152866242","0.11464968152866242","0.11464968152866242"
"253","0.1151046405823476","0.1151046405823476","0.1151046405823476"
"254","0.11555959963603275","0.11555959963603275","0.11555959963603275"
"255","0.11601455868971793","0.11601455868971793","0.11601455868971793"
"257","0.11692447679708826","0.11692447679708826","0.11692447679708826"
"258","0.11737943585077343","0.11737943585077343","0.11737943585077343"
"259","0.1178343949044586","0.1178343949044586","0.1178343949044586"
"260","0.11828935395814377","0.11828935395814377","0.11828935395814377"
"261","0.11874431301182893","0.11874431301182893","0.11874431301182893"
"262","0.1191992720655141","0.1191992720655141","0.1191992720655141"
"263","0.11965423111919928","0.11965423111919928","0.11965423111919928"
"264","0.12010919017288443","0.12010919017288443","0.12010919017288443"
"265","0.1205641492265696","0.1205641492265696","0.1205641492265696"
"266","0.12101910828025478","0.12101910828025478","0.12101910828025478"
"267","0.12147406733393995","0.12147406733393995","0.12147406733393995"
"268","0.12192902638762511","0.12192902638762511","0.12192902638762511"
"269","0.12238398544131028","0.12238398544131028","0.12238398544131028"
"270","0.12283894449499545","0.12283894449499545","0.12283894449499545"
"271","0.12329390354868063","0.12329390354868063","0.12329390354868063"
"272","0.12374886260236578","0.12374886260236578","0.12374886260236578"
"273","0.12420382165605096","0.12420382165605096","0.12420382165605096"
"274","0.12465878070973613","0.12465878070973613","0.12465878070973613"
"275","0.1251137397634213","0.1251137397634213","0.1251137397634213"
"276","0.12556869881710647","0.12556869881710647","0.12556869881710647"
"277","0.12602365787079162","0.12602365787079162","0.12602365787079162"
"278","0.1264786169244768","0.1264786169244768","0.1264786169244768"
"279","0.12693357597816196","0.12693357597816196","0.12693357597816196"
"280","0.12738853503184713","0.12738853503184713","0.12738853503184713"
"281","0.1278434940855323","0.1278434940855323","0.1278434940855323"
"282","0.12829845313921748","0.12829845313921748","0.12829845313921748"
"283","0.12875341219290265","0.12875341219290265","0.12875341219290265"
"284","0.1292083712465878","0.1292083712465878","0.1292083712465878"
"285","0.12966333030027297","0.12966333030027297","0.12966333030027297"
"286","0.13011828935395814","0.13011828935395814","0.13011828935395814"
"287","0.1305732484076433","0.1305732484076433","0.1305732484076433"
"288","0.13102820746132848","0.13102820746132848","0.13102820746132848"
"289","0.13148316651501366","0.13148316651501366","0.13148316651501366"
"290","0.13193812556869883","0.13193812556869883","0.13193812556869883"
"291","0.13239308462238397","0.13239308462238397","0.13239308462238397"
"292","0.13284804367606914","0.13284804367606914","0.13284804367606914"
"293","0.13330300272975432","0.13330300272975432","0.13330300272975432"
"294","0.1337579617834395","0.1337579617834395","0.1337579617834395"
"295","0.13421292083712466","0.13421292083712466","0.13421292083712466"
"296","0.13466787989080983","0.13466787989080983","0.13466787989080983"
"297","0.135122838944495","0.135122838944495","0.135122838944495"
"298","0.13557779799818018","0.13557779799818018","0.13557779799818018"
"299","0.13603275705186532","0.13603275705186532","0.13603275705186532"
"300","0.1364877161055505","0.1364877161055505","0.1364877161055505"
"301","0.13694267515923567","0.13694267515923567","0.13694267515923567"
"302","0.13739763421292084","0.13739763421292084","0.13739763421292084"
