"Step","supervisedlargea100 - epoch","supervisedlargea100 - epoch__MIN","supervisedlargea100 - epoch__MAX"
"647","2.52734375","2.52734375","2.52734375"
"648","2.53125","2.53125","2.53125"
"649","2.53515625","2.53515625","2.53515625"
"650","2.5390625","2.5390625","2.5390625"
"651","2.54296875","2.54296875","2.54296875"
"652","2.546875","2.546875","2.546875"
"653","2.55078125","2.55078125","2.55078125"
"654","2.5546875","2.5546875","2.5546875"
"655","2.55859375","2.55859375","2.55859375"
"656","2.5625","2.5625","2.5625"
"657","2.56640625","2.56640625","2.56640625"
"658","2.5703125","2.5703125","2.5703125"
"659","2.57421875","2.57421875","2.57421875"
"660","2.578125","2.578125","2.578125"
"661","2.58203125","2.58203125","2.58203125"
"662","2.5859375","2.5859375","2.5859375"
"663","2.58984375","2.58984375","2.58984375"
"664","2.59375","2.59375","2.59375"
"665","2.59765625","2.59765625","2.59765625"
"666","2.6015625","2.6015625","2.6015625"
"667","2.60546875","2.60546875","2.60546875"
"668","2.609375","2.609375","2.609375"
"669","2.61328125","2.61328125","2.61328125"
"670","2.6171875","2.6171875","2.6171875"
"671","2.62109375","2.62109375","2.62109375"
"672","2.625","2.625","2.625"
"673","2.62890625","2.62890625","2.62890625"
"674","2.6328125","2.6328125","2.6328125"
"675","2.63671875","2.63671875","2.63671875"
"676","2.640625","2.640625","2.640625"
"677","2.64453125","2.64453125","2.64453125"
"678","2.6484375","2.6484375","2.6484375"
"679","2.65234375","2.65234375","2.65234375"
"680","2.65625","2.65625","2.65625"
"681","2.66015625","2.66015625","2.66015625"
"682","2.6640625","2.6640625","2.6640625"
"683","2.66796875","2.66796875","2.66796875"
"684","2.671875","2.671875","2.671875"
"685","2.67578125","2.67578125","2.67578125"
"686","2.6796875","2.6796875","2.6796875"
"687","2.68359375","2.68359375","2.68359375"
"688","2.6875","2.6875","2.6875"
"689","2.69140625","2.69140625","2.69140625"
"690","2.6953125","2.6953125","2.6953125"
"691","2.69921875","2.69921875","2.69921875"
"692","2.703125","2.703125","2.703125"
"693","2.70703125","2.70703125","2.70703125"
"694","2.7109375","2.7109375","2.7109375"
"695","2.71484375","2.71484375","2.71484375"
"696","2.71875","2.71875","2.71875"
"697","2.72265625","2.72265625","2.72265625"
"698","2.7265625","2.7265625","2.7265625"
"699","2.73046875","2.73046875","2.73046875"
"700","2.734375","2.734375","2.734375"
"701","2.73828125","2.73828125","2.73828125"
"702","2.7421875","2.7421875","2.7421875"
"703","2.74609375","2.74609375","2.74609375"
"704","2.75","2.75","2.75"
"705","2.75390625","2.75390625","2.75390625"
"706","2.7578125","2.7578125","2.7578125"
"707","2.76171875","2.76171875","2.76171875"
"708","2.765625","2.765625","2.765625"
"709","2.76953125","2.76953125","2.76953125"
"710","2.7734375","2.7734375","2.7734375"
"711","2.77734375","2.77734375","2.77734375"
"712","2.78125","2.78125","2.78125"
"713","2.78515625","2.78515625","2.78515625"
"714","2.7890625","2.7890625","2.7890625"
"715","2.79296875","2.79296875","2.79296875"
"716","2.796875","2.796875","2.796875"
"717","2.80078125","2.80078125","2.80078125"
"718","2.8046875","2.8046875","2.8046875"
"719","2.80859375","2.80859375","2.80859375"
"720","2.8125","2.8125","2.8125"
"721","2.81640625","2.81640625","2.81640625"
"722","2.8203125","2.8203125","2.8203125"
"723","2.82421875","2.82421875","2.82421875"
"724","2.828125","2.828125","2.828125"
"725","2.83203125","2.83203125","2.83203125"
"726","2.8359375","2.8359375","2.8359375"
"727","2.83984375","2.83984375","2.83984375"
"728","2.84375","2.84375","2.84375"
"729","2.84765625","2.84765625","2.84765625"
"730","2.8515625","2.8515625","2.8515625"
"731","2.85546875","2.85546875","2.85546875"
"732","2.859375","2.859375","2.859375"
"733","2.86328125","2.86328125","2.86328125"
"734","2.8671875","2.8671875","2.8671875"
"735","2.87109375","2.87109375","2.87109375"
"736","2.875","2.875","2.875"
"737","2.87890625","2.87890625","2.87890625"
"738","2.8828125","2.8828125","2.8828125"
"739","2.88671875","2.88671875","2.88671875"
"740","2.890625","2.890625","2.890625"
"741","2.89453125","2.89453125","2.89453125"
"742","2.8984375","2.8984375","2.8984375"
"743","2.90234375","2.90234375","2.90234375"
"744","2.90625","2.90625","2.90625"
"745","2.91015625","2.91015625","2.91015625"
"746","2.9140625","2.9140625","2.9140625"
"747","2.91796875","2.91796875","2.91796875"
"748","2.921875","2.921875","2.921875"
"749","2.92578125","2.92578125","2.92578125"
"750","2.9296875","2.9296875","2.9296875"
"751","2.93359375","2.93359375","2.93359375"
"752","2.9375","2.9375","2.9375"
"753","2.94140625","2.94140625","2.94140625"
"754","2.9453125","2.9453125","2.9453125"
"755","2.94921875","2.94921875","2.94921875"
"756","2.953125","2.953125","2.953125"
"757","2.95703125","2.95703125","2.95703125"
"758","2.9609375","2.9609375","2.9609375"
"759","2.96484375","2.96484375","2.96484375"
"760","2.96875","2.96875","2.96875"
"761","2.97265625","2.97265625","2.97265625"
"762","2.9765625","2.9765625","2.9765625"
"763","2.98046875","2.98046875","2.98046875"
"764","2.984375","2.984375","2.984375"
"765","2.98828125","2.98828125","2.98828125"
"766","2.9921875","2.9921875","2.9921875"
"767","2.99609375","2.99609375","2.99609375"
"768","3","3","3"
"769","3.00390625","3.00390625","3.00390625"
"770","3.0078125","3.0078125","3.0078125"
"771","3.01171875","3.01171875","3.01171875"
"772","3.015625","3.015625","3.015625"
"773","3.01953125","3.01953125","3.01953125"
"774","3.0234375","3.0234375","3.0234375"
"775","3.02734375","3.02734375","3.02734375"
"776","3.03125","3.03125","3.03125"
"777","3.03515625","3.03515625","3.03515625"
"778","3.0390625","3.0390625","3.0390625"
"779","3.04296875","3.04296875","3.04296875"
"780","3.046875","3.046875","3.046875"
"781","3.05078125","3.05078125","3.05078125"
"782","3.0546875","3.0546875","3.0546875"
"783","3.05859375","3.05859375","3.05859375"
"784","3.0625","3.0625","3.0625"
"785","3.06640625","3.06640625","3.06640625"
"786","3.0703125","3.0703125","3.0703125"
"787","3.07421875","3.07421875","3.07421875"
"788","3.078125","3.078125","3.078125"
"789","3.08203125","3.08203125","3.08203125"
"790","3.0859375","3.0859375","3.0859375"
"791","3.08984375","3.08984375","3.08984375"
"792","3.09375","3.09375","3.09375"
"793","3.09765625","3.09765625","3.09765625"
"794","3.1015625","3.1015625","3.1015625"
"795","3.10546875","3.10546875","3.10546875"
"796","3.109375","3.109375","3.109375"
"797","3.11328125","3.11328125","3.11328125"
"798","3.1171875","3.1171875","3.1171875"
"799","3.12109375","3.12109375","3.12109375"
"800","3.125","3.125","3.125"
"801","3.12890625","3.12890625","3.12890625"
"802","3.1328125","3.1328125","3.1328125"
"803","3.13671875","3.13671875","3.13671875"
"804","3.140625","3.140625","3.140625"
"805","3.14453125","3.14453125","3.14453125"
"806","3.1484375","3.1484375","3.1484375"
"807","3.15234375","3.15234375","3.15234375"
"808","3.15625","3.15625","3.15625"
"809","3.16015625","3.16015625","3.16015625"
"810","3.1640625","3.1640625","3.1640625"
"811","3.16796875","3.16796875","3.16796875"
"812","3.171875","3.171875","3.171875"
"813","3.17578125","3.17578125","3.17578125"
"814","3.1796875","3.1796875","3.1796875"
"815","3.18359375","3.18359375","3.18359375"
"816","3.1875","3.1875","3.1875"
"817","3.19140625","3.19140625","3.19140625"
"818","3.1953125","3.1953125","3.1953125"
"819","3.19921875","3.19921875","3.19921875"
"820","3.203125","3.203125","3.203125"
"821","3.20703125","3.20703125","3.20703125"
"822","3.2109375","3.2109375","3.2109375"
"823","3.21484375","3.21484375","3.21484375"
"824","3.21875","3.21875","3.21875"
"825","3.22265625","3.22265625","3.22265625"
"826","3.2265625","3.2265625","3.2265625"
"827","3.23046875","3.23046875","3.23046875"
"828","3.234375","3.234375","3.234375"
"829","3.23828125","3.23828125","3.23828125"
"830","3.2421875","3.2421875","3.2421875"
"831","3.24609375","3.24609375","3.24609375"
"832","3.25","3.25","3.25"
"833","3.25390625","3.25390625","3.25390625"
"834","3.2578125","3.2578125","3.2578125"
"835","3.26171875","3.26171875","3.26171875"
"836","3.265625","3.265625","3.265625"
"837","3.26953125","3.26953125","3.26953125"
"838","3.2734375","3.2734375","3.2734375"
"839","3.27734375","3.27734375","3.27734375"
"840","3.28125","3.28125","3.28125"
"841","3.28515625","3.28515625","3.28515625"
"842","3.2890625","3.2890625","3.2890625"
"843","3.29296875","3.29296875","3.29296875"
"844","3.296875","3.296875","3.296875"
"845","3.30078125","3.30078125","3.30078125"
"846","3.3046875","3.3046875","3.3046875"
"847","3.30859375","3.30859375","3.30859375"
"848","3.3125","3.3125","3.3125"
"849","3.31640625","3.31640625","3.31640625"
"850","3.3203125","3.3203125","3.3203125"
"851","3.32421875","3.32421875","3.32421875"
"852","3.328125","3.328125","3.328125"
"853","3.33203125","3.33203125","3.33203125"
"854","3.3359375","3.3359375","3.3359375"
"855","3.33984375","3.33984375","3.33984375"
"856","3.34375","3.34375","3.34375"
"857","3.34765625","3.34765625","3.34765625"
"858","3.3515625","3.3515625","3.3515625"
"859","3.35546875","3.35546875","3.35546875"
"860","3.359375","3.359375","3.359375"
"861","3.36328125","3.36328125","3.36328125"
"862","3.3671875","3.3671875","3.3671875"
"863","3.37109375","3.37109375","3.37109375"
"864","3.375","3.375","3.375"
"865","3.37890625","3.37890625","3.37890625"
"866","3.3828125","3.3828125","3.3828125"
"867","3.38671875","3.38671875","3.38671875"
"868","3.390625","3.390625","3.390625"
"869","3.39453125","3.39453125","3.39453125"
"870","3.3984375","3.3984375","3.3984375"
"871","3.40234375","3.40234375","3.40234375"
"872","3.40625","3.40625","3.40625"
"873","3.41015625","3.41015625","3.41015625"
"874","3.4140625","3.4140625","3.4140625"
"875","3.41796875","3.41796875","3.41796875"
"876","3.421875","3.421875","3.421875"
"877","3.42578125","3.42578125","3.42578125"
"878","3.4296875","3.4296875","3.4296875"
"879","3.43359375","3.43359375","3.43359375"
"880","3.4375","3.4375","3.4375"
"881","3.44140625","3.44140625","3.44140625"
"882","3.4453125","3.4453125","3.4453125"
"883","3.44921875","3.44921875","3.44921875"
"884","3.453125","3.453125","3.453125"
"885","3.45703125","3.45703125","3.45703125"
"886","3.4609375","3.4609375","3.4609375"
"887","3.46484375","3.46484375","3.46484375"
"888","3.46875","3.46875","3.46875"
"889","3.47265625","3.47265625","3.47265625"
"890","3.4765625","3.4765625","3.4765625"
"891","3.48046875","3.48046875","3.48046875"
"892","3.484375","3.484375","3.484375"
"893","3.48828125","3.48828125","3.48828125"
"894","3.4921875","3.4921875","3.4921875"
"895","3.49609375","3.49609375","3.49609375"
"896","3.5","3.5","3.5"
"897","3.50390625","3.50390625","3.50390625"
"898","3.5078125","3.5078125","3.5078125"
"899","3.51171875","3.51171875","3.51171875"
"900","3.515625","3.515625","3.515625"
"901","3.51953125","3.51953125","3.51953125"
"902","3.5234375","3.5234375","3.5234375"
"903","3.52734375","3.52734375","3.52734375"
"904","3.53125","3.53125","3.53125"
"905","3.53515625","3.53515625","3.53515625"
"906","3.5390625","3.5390625","3.5390625"
"907","3.54296875","3.54296875","3.54296875"
"908","3.546875","3.546875","3.546875"
"909","3.55078125","3.55078125","3.55078125"
"910","3.5546875","3.5546875","3.5546875"
"911","3.55859375","3.55859375","3.55859375"
"912","3.5625","3.5625","3.5625"
"913","3.56640625","3.56640625","3.56640625"
"914","3.5703125","3.5703125","3.5703125"
"915","3.57421875","3.57421875","3.57421875"
"916","3.578125","3.578125","3.578125"
"917","3.58203125","3.58203125","3.58203125"
"918","3.5859375","3.5859375","3.5859375"
"919","3.58984375","3.58984375","3.58984375"
"920","3.59375","3.59375","3.59375"
"921","3.59765625","3.59765625","3.59765625"
"922","3.6015625","3.6015625","3.6015625"
"923","3.60546875","3.60546875","3.60546875"
"924","3.609375","3.609375","3.609375"
"925","3.61328125","3.61328125","3.61328125"
"926","3.6171875","3.6171875","3.6171875"
"927","3.62109375","3.62109375","3.62109375"
"928","3.625","3.625","3.625"
"929","3.62890625","3.62890625","3.62890625"
"930","3.6328125","3.6328125","3.6328125"
"931","3.63671875","3.63671875","3.63671875"
"932","3.640625","3.640625","3.640625"
"933","3.64453125","3.64453125","3.64453125"
"934","3.6484375","3.6484375","3.6484375"
"935","3.65234375","3.65234375","3.65234375"
"936","3.65625","3.65625","3.65625"
"937","3.66015625","3.66015625","3.66015625"
"938","3.6640625","3.6640625","3.6640625"
"939","3.66796875","3.66796875","3.66796875"
"940","3.671875","3.671875","3.671875"
"941","3.67578125","3.67578125","3.67578125"
"942","3.6796875","3.6796875","3.6796875"
"943","3.68359375","3.68359375","3.68359375"
"944","3.6875","3.6875","3.6875"
"945","3.69140625","3.69140625","3.69140625"
"946","3.6953125","3.6953125","3.6953125"
"947","3.69921875","3.69921875","3.69921875"
"948","3.703125","3.703125","3.703125"
"949","3.70703125","3.70703125","3.70703125"
"950","3.7109375","3.7109375","3.7109375"
"951","3.71484375","3.71484375","3.71484375"
"952","3.71875","3.71875","3.71875"
"953","3.72265625","3.72265625","3.72265625"
"954","3.7265625","3.7265625","3.7265625"
"955","3.73046875","3.73046875","3.73046875"
"956","3.734375","3.734375","3.734375"
"957","3.73828125","3.73828125","3.73828125"
"958","3.7421875","3.7421875","3.7421875"
"959","3.74609375","3.74609375","3.74609375"
"960","3.75","3.75","3.75"
"961","3.75390625","3.75390625","3.75390625"
"962","3.7578125","3.7578125","3.7578125"
"963","3.76171875","3.76171875","3.76171875"
"964","3.765625","3.765625","3.765625"
"965","3.76953125","3.76953125","3.76953125"
"966","3.7734375","3.7734375","3.7734375"
"967","3.77734375","3.77734375","3.77734375"
"968","3.78125","3.78125","3.78125"
"969","3.78515625","3.78515625","3.78515625"
"970","3.7890625","3.7890625","3.7890625"
"971","3.79296875","3.79296875","3.79296875"
"972","3.796875","3.796875","3.796875"
"973","3.80078125","3.80078125","3.80078125"
"974","3.8046875","3.8046875","3.8046875"
"975","3.80859375","3.80859375","3.80859375"
"976","3.8125","3.8125","3.8125"
"977","3.81640625","3.81640625","3.81640625"
"978","3.8203125","3.8203125","3.8203125"
"979","3.82421875","3.82421875","3.82421875"
"980","3.828125","3.828125","3.828125"
"981","3.83203125","3.83203125","3.83203125"
"982","3.8359375","3.8359375","3.8359375"
"983","3.83984375","3.83984375","3.83984375"
"984","3.84375","3.84375","3.84375"
"985","3.84765625","3.84765625","3.84765625"
"986","3.8515625","3.8515625","3.8515625"
"987","3.85546875","3.85546875","3.85546875"
"988","3.859375","3.859375","3.859375"
"989","3.86328125","3.86328125","3.86328125"
"990","3.8671875","3.8671875","3.8671875"
"991","3.87109375","3.87109375","3.87109375"
"992","3.875","3.875","3.875"
"993","3.87890625","3.87890625","3.87890625"
"994","3.8828125","3.8828125","3.8828125"
"995","3.88671875","3.88671875","3.88671875"
"996","3.890625","3.890625","3.890625"
"997","3.89453125","3.89453125","3.89453125"
"998","3.8984375","3.8984375","3.8984375"
"999","3.90234375","3.90234375","3.90234375"
"1000","3.90625","3.90625","3.90625"
"1001","3.91015625","3.91015625","3.91015625"
"1002","3.9140625","3.9140625","3.9140625"
"1003","3.91796875","3.91796875","3.91796875"
"1004","3.921875","3.921875","3.921875"
"1005","3.92578125","3.92578125","3.92578125"
"1006","3.9296875","3.9296875","3.9296875"
"1007","3.93359375","3.93359375","3.93359375"
"1008","3.9375","3.9375","3.9375"
"1009","3.94140625","3.94140625","3.94140625"
"1010","3.9453125","3.9453125","3.9453125"
"1011","3.94921875","3.94921875","3.94921875"
"1012","3.953125","3.953125","3.953125"
"1013","3.95703125","3.95703125","3.95703125"
"1014","3.9609375","3.9609375","3.9609375"
"1015","3.96484375","3.96484375","3.96484375"
"1016","3.96875","3.96875","3.96875"
"1017","3.97265625","3.97265625","3.97265625"
"1018","3.9765625","3.9765625","3.9765625"
"1019","3.98046875","3.98046875","3.98046875"
"1020","3.984375","3.984375","3.984375"
"1021","3.98828125","3.98828125","3.98828125"
"1022","3.9921875","3.9921875","3.9921875"
"1023","3.99609375","3.99609375","3.99609375"
"1024","4","4","4"
"1025","4.00390625","4.00390625","4.00390625"
"1026","4.0078125","4.0078125","4.0078125"
"1027","4.01171875","4.01171875","4.01171875"
"1028","4.015625","4.015625","4.015625"
"1029","4.01953125","4.01953125","4.01953125"
"1030","4.0234375","4.0234375","4.0234375"
"1031","4.02734375","4.02734375","4.02734375"
"1032","4.03125","4.03125","4.03125"
"1033","4.03515625","4.03515625","4.03515625"
"1034","4.0390625","4.0390625","4.0390625"
"1035","4.04296875","4.04296875","4.04296875"
"1036","4.046875","4.046875","4.046875"
"1037","4.05078125","4.05078125","4.05078125"
"1038","4.0546875","4.0546875","4.0546875"
"1039","4.05859375","4.05859375","4.05859375"
"1040","4.0625","4.0625","4.0625"
"1041","4.06640625","4.06640625","4.06640625"
"1042","4.0703125","4.0703125","4.0703125"
"1043","4.07421875","4.07421875","4.07421875"
"1044","4.078125","4.078125","4.078125"
"1045","4.08203125","4.08203125","4.08203125"
"1046","4.0859375","4.0859375","4.0859375"
"1047","4.08984375","4.08984375","4.08984375"
"1048","4.09375","4.09375","4.09375"
"1049","4.09765625","4.09765625","4.09765625"
"1050","4.1015625","4.1015625","4.1015625"
"1051","4.10546875","4.10546875","4.10546875"
"1052","4.109375","4.109375","4.109375"
"1053","4.11328125","4.11328125","4.11328125"
"1054","4.1171875","4.1171875","4.1171875"
"1055","4.12109375","4.12109375","4.12109375"
"1056","4.125","4.125","4.125"
"1057","4.12890625","4.12890625","4.12890625"
"1058","4.1328125","4.1328125","4.1328125"
"1059","4.13671875","4.13671875","4.13671875"
"1060","4.140625","4.140625","4.140625"
"1061","4.14453125","4.14453125","4.14453125"
"1062","4.1484375","4.1484375","4.1484375"
"1063","4.15234375","4.15234375","4.15234375"
"1064","4.15625","4.15625","4.15625"
"1065","4.16015625","4.16015625","4.16015625"
"1066","4.1640625","4.1640625","4.1640625"
"1067","4.16796875","4.16796875","4.16796875"
"1068","4.171875","4.171875","4.171875"
"1069","4.17578125","4.17578125","4.17578125"
"1070","4.1796875","4.1796875","4.1796875"
"1071","4.18359375","4.18359375","4.18359375"
"1072","4.1875","4.1875","4.1875"
"1073","4.19140625","4.19140625","4.19140625"
"1074","4.1953125","4.1953125","4.1953125"
"1075","4.19921875","4.19921875","4.19921875"
"1076","4.203125","4.203125","4.203125"
"1077","4.20703125","4.20703125","4.20703125"
"1078","4.2109375","4.2109375","4.2109375"
"1079","4.21484375","4.21484375","4.21484375"
"1080","4.21875","4.21875","4.21875"
"1081","4.22265625","4.22265625","4.22265625"
"1082","4.2265625","4.2265625","4.2265625"
"1083","4.23046875","4.23046875","4.23046875"
"1084","4.234375","4.234375","4.234375"
"1085","4.23828125","4.23828125","4.23828125"
"1086","4.2421875","4.2421875","4.2421875"
"1087","4.24609375","4.24609375","4.24609375"
"1088","4.25","4.25","4.25"
"1089","4.25390625","4.25390625","4.25390625"
"1090","4.2578125","4.2578125","4.2578125"
"1091","4.26171875","4.26171875","4.26171875"
"1092","4.265625","4.265625","4.265625"
"1093","4.26953125","4.26953125","4.26953125"
"1094","4.2734375","4.2734375","4.2734375"
"1095","4.27734375","4.27734375","4.27734375"
"1096","4.28125","4.28125","4.28125"
"1097","4.28515625","4.28515625","4.28515625"
"1098","4.2890625","4.2890625","4.2890625"
"1099","4.29296875","4.29296875","4.29296875"
"1100","4.296875","4.296875","4.296875"
"1101","4.30078125","4.30078125","4.30078125"
"1102","4.3046875","4.3046875","4.3046875"
"1103","4.30859375","4.30859375","4.30859375"
"1104","4.3125","4.3125","4.3125"
"1105","4.31640625","4.31640625","4.31640625"
"1106","4.3203125","4.3203125","4.3203125"
"1107","4.32421875","4.32421875","4.32421875"
"1108","4.328125","4.328125","4.328125"
"1109","4.33203125","4.33203125","4.33203125"
"1110","4.3359375","4.3359375","4.3359375"
"1111","4.33984375","4.33984375","4.33984375"
"1112","4.34375","4.34375","4.34375"
"1113","4.34765625","4.34765625","4.34765625"
"1114","4.3515625","4.3515625","4.3515625"
"1115","4.35546875","4.35546875","4.35546875"
"1116","4.359375","4.359375","4.359375"
"1117","4.36328125","4.36328125","4.36328125"
"1118","4.3671875","4.3671875","4.3671875"
"1119","4.37109375","4.37109375","4.37109375"
"1120","4.375","4.375","4.375"
"1121","4.37890625","4.37890625","4.37890625"
"1122","4.3828125","4.3828125","4.3828125"
"1123","4.38671875","4.38671875","4.38671875"
"1124","4.390625","4.390625","4.390625"
"1125","4.39453125","4.39453125","4.39453125"
"1126","4.3984375","4.3984375","4.3984375"
"1127","4.40234375","4.40234375","4.40234375"
"1128","4.40625","4.40625","4.40625"
"1129","4.41015625","4.41015625","4.41015625"
"1130","4.4140625","4.4140625","4.4140625"
"1131","4.41796875","4.41796875","4.41796875"
"1132","4.421875","4.421875","4.421875"
"1133","4.42578125","4.42578125","4.42578125"
"1134","4.4296875","4.4296875","4.4296875"
"1135","4.43359375","4.43359375","4.43359375"
"1136","4.4375","4.4375","4.4375"
"1137","4.44140625","4.44140625","4.44140625"
"1138","4.4453125","4.4453125","4.4453125"
"1139","4.44921875","4.44921875","4.44921875"
"1140","4.453125","4.453125","4.453125"
"1141","4.45703125","4.45703125","4.45703125"
"1142","4.4609375","4.4609375","4.4609375"
"1143","4.46484375","4.46484375","4.46484375"
"1144","4.46875","4.46875","4.46875"
"1145","4.47265625","4.47265625","4.47265625"
"1146","4.4765625","4.4765625","4.4765625"
"1147","4.48046875","4.48046875","4.48046875"
"1148","4.484375","4.484375","4.484375"
"1149","4.48828125","4.48828125","4.48828125"
"1150","4.4921875","4.4921875","4.4921875"
"1151","4.49609375","4.49609375","4.49609375"
"1152","4.5","4.5","4.5"
"1153","4.50390625","4.50390625","4.50390625"
"1154","4.5078125","4.5078125","4.5078125"
"1155","4.51171875","4.51171875","4.51171875"
"1156","4.515625","4.515625","4.515625"
"1157","4.51953125","4.51953125","4.51953125"
"1158","4.5234375","4.5234375","4.5234375"
"1159","4.52734375","4.52734375","4.52734375"
"1160","4.53125","4.53125","4.53125"
"1161","4.53515625","4.53515625","4.53515625"
"1162","4.5390625","4.5390625","4.5390625"
"1163","4.54296875","4.54296875","4.54296875"
"1164","4.546875","4.546875","4.546875"
"1165","4.55078125","4.55078125","4.55078125"
"1166","4.5546875","4.5546875","4.5546875"
"1167","4.55859375","4.55859375","4.55859375"
"1168","4.5625","4.5625","4.5625"
"1169","4.56640625","4.56640625","4.56640625"
"1170","4.5703125","4.5703125","4.5703125"
"1171","4.57421875","4.57421875","4.57421875"
"1172","4.578125","4.578125","4.578125"
"1173","4.58203125","4.58203125","4.58203125"
"1174","4.5859375","4.5859375","4.5859375"
"1175","4.58984375","4.58984375","4.58984375"
"1176","4.59375","4.59375","4.59375"
"1177","4.59765625","4.59765625","4.59765625"
"1178","4.6015625","4.6015625","4.6015625"
"1179","4.60546875","4.60546875","4.60546875"
"1180","4.609375","4.609375","4.609375"
"1181","4.61328125","4.61328125","4.61328125"
"1182","4.6171875","4.6171875","4.6171875"
"1183","4.62109375","4.62109375","4.62109375"
"1184","4.625","4.625","4.625"
"1185","4.62890625","4.62890625","4.62890625"
"1186","4.6328125","4.6328125","4.6328125"
"1187","4.63671875","4.63671875","4.63671875"
"1188","4.640625","4.640625","4.640625"
"1189","4.64453125","4.64453125","4.64453125"
"1190","4.6484375","4.6484375","4.6484375"
"1191","4.65234375","4.65234375","4.65234375"
"1192","4.65625","4.65625","4.65625"
"1193","4.66015625","4.66015625","4.66015625"
"1194","4.6640625","4.6640625","4.6640625"
"1195","4.66796875","4.66796875","4.66796875"
"1196","4.671875","4.671875","4.671875"
"1197","4.67578125","4.67578125","4.67578125"
"1198","4.6796875","4.6796875","4.6796875"
"1199","4.68359375","4.68359375","4.68359375"
"1200","4.6875","4.6875","4.6875"
"1201","4.69140625","4.69140625","4.69140625"
"1202","4.6953125","4.6953125","4.6953125"
"1203","4.69921875","4.69921875","4.69921875"
"1204","4.703125","4.703125","4.703125"
"1205","4.70703125","4.70703125","4.70703125"
"1206","4.7109375","4.7109375","4.7109375"
"1207","4.71484375","4.71484375","4.71484375"
"1208","4.71875","4.71875","4.71875"
"1209","4.72265625","4.72265625","4.72265625"
"1210","4.7265625","4.7265625","4.7265625"
"1211","4.73046875","4.73046875","4.73046875"
"1212","4.734375","4.734375","4.734375"
"1213","4.73828125","4.73828125","4.73828125"
"1214","4.7421875","4.7421875","4.7421875"
"1215","4.74609375","4.74609375","4.74609375"
"1216","4.75","4.75","4.75"
"1217","4.75390625","4.75390625","4.75390625"
"1218","4.7578125","4.7578125","4.7578125"
"1219","4.76171875","4.76171875","4.76171875"
"1220","4.765625","4.765625","4.765625"
"1221","4.76953125","4.76953125","4.76953125"
"1222","4.7734375","4.7734375","4.7734375"
"1223","4.77734375","4.77734375","4.77734375"
"1224","4.78125","4.78125","4.78125"
"1225","4.78515625","4.78515625","4.78515625"
"1226","4.7890625","4.7890625","4.7890625"
"1227","4.79296875","4.79296875","4.79296875"
"1228","4.796875","4.796875","4.796875"
"1229","4.80078125","4.80078125","4.80078125"
"1230","4.8046875","4.8046875","4.8046875"
"1231","4.80859375","4.80859375","4.80859375"
"1232","4.8125","4.8125","4.8125"
"1233","4.81640625","4.81640625","4.81640625"
"1234","4.8203125","4.8203125","4.8203125"
"1235","4.82421875","4.82421875","4.82421875"
"1236","4.828125","4.828125","4.828125"
"1237","4.83203125","4.83203125","4.83203125"
"1238","4.8359375","4.8359375","4.8359375"
"1239","4.83984375","4.83984375","4.83984375"
"1240","4.84375","4.84375","4.84375"
"1241","4.84765625","4.84765625","4.84765625"
"1242","4.8515625","4.8515625","4.8515625"
"1243","4.85546875","4.85546875","4.85546875"
"1244","4.859375","4.859375","4.859375"
"1245","4.86328125","4.86328125","4.86328125"
"1246","4.8671875","4.8671875","4.8671875"
"1247","4.87109375","4.87109375","4.87109375"
"1248","4.875","4.875","4.875"
"1249","4.87890625","4.87890625","4.87890625"
"1250","4.8828125","4.8828125","4.8828125"
"1251","4.88671875","4.88671875","4.88671875"
"1252","4.890625","4.890625","4.890625"
"1253","4.89453125","4.89453125","4.89453125"
"1254","4.8984375","4.8984375","4.8984375"
"1255","4.90234375","4.90234375","4.90234375"
"1256","4.90625","4.90625","4.90625"
"1257","4.91015625","4.91015625","4.91015625"
"1258","4.9140625","4.9140625","4.9140625"
"1259","4.91796875","4.91796875","4.91796875"
"1260","4.921875","4.921875","4.921875"
"1261","4.92578125","4.92578125","4.92578125"
"1262","4.9296875","4.9296875","4.9296875"
"1263","4.93359375","4.93359375","4.93359375"
"1264","4.9375","4.9375","4.9375"
"1265","4.94140625","4.94140625","4.94140625"
"1266","4.9453125","4.9453125","4.9453125"
"1267","4.94921875","4.94921875","4.94921875"
"1268","4.953125","4.953125","4.953125"
"1269","4.95703125","4.95703125","4.95703125"
"1270","4.9609375","4.9609375","4.9609375"
"1271","4.96484375","4.96484375","4.96484375"
"1272","4.96875","4.96875","4.96875"
"1273","4.97265625","4.97265625","4.97265625"
"1274","4.9765625","4.9765625","4.9765625"
"1275","4.98046875","4.98046875","4.98046875"
"1276","4.984375","4.984375","4.984375"
"1277","4.98828125","4.98828125","4.98828125"
"1278","4.9921875","4.9921875","4.9921875"
"1279","4.99609375","4.99609375","4.99609375"
"1280","5","5","5"
"1281","5.00390625","5.00390625","5.00390625"
"1282","5.0078125","5.0078125","5.0078125"
"1283","5.01171875","5.01171875","5.01171875"
"1284","5.015625","5.015625","5.015625"
"1285","5.01953125","5.01953125","5.01953125"
"1286","5.0234375","5.0234375","5.0234375"
"1287","5.02734375","5.02734375","5.02734375"
"1288","5.03125","5.03125","5.03125"
"1289","5.03515625","5.03515625","5.03515625"
"1290","5.0390625","5.0390625","5.0390625"
"1291","5.04296875","5.04296875","5.04296875"
"1292","5.046875","5.046875","5.046875"
